"JJJ","CTY","RIQ","Val"
"jsorg","PAN","QD",2.99995186115513
"jsorg","PAN","QL",2.99995186115513
"jsorg","PAN","QM",1.22426832255846
"jsorg","PAN","QN",-1.22426832255846
"jsorg","PAN","ARA",0.414666667580605
"jsorg","PAN","YLD",4.28219501933202
"jsorg","PER","QS",0.10836007369208
"jsorg","PER","QD",2.49996075134292
"jsorg","PER","QL",2.49996075134292
"jsorg","PER","QM",2.39160067765084
"jsorg","PER","QN",-2.39160067765084
"jsorg","PER","ARA",0.0273333334674438
"jsorg","PER","YLD",3.96439292050294
"jsorg","PHL","QS",0.582515445060034
"jsorg","PHL","QD",33.9927348138032
"jsorg","PHL","QL",33.9927348138032
"jsorg","PHL","QM",33.4102193687432
"jsorg","PHL","QN",-33.4102193687432
"jsorg","PHL","ARA",0.105999998748302
"jsorg","PHL","YLD",5.49542879187404
"jsorg","PNG","QS",4.92253962487959
"jsorg","PNG","QD",24.6631768841467
"jsorg","PNG","QF",22.6632105187918
"jsorg","PNG","QOth",0.999973092283895
"jsorg","PNG","QL",0.999993273070973
"jsorg","PNG","QM",19.7406372592671
"jsorg","PNG","QN",-19.7406372592671
"jsorg","PNG","ARA",1.12766667207082
"jsorg","PNG","YLD",4.36524351281922
"jsorg","POL","QD",16.3317481594698
"jsorg","POL","QW",0.999973482230811
"jsorg","POL","QL",15.331774677239
"jsorg","POL","QM",16.3317481594698
"jsorg","POL","QN",-16.3317481594698
"jsorg","PRK","QS",36.3912862144201
"jsorg","PRK","QD",36.3912862144201
"jsorg","PRK","QF",36.3912862144201
"jsorg","PRK","ARA",27.1850001017253
"jsorg","PRK","YLD",1.33865315719129
"jsorg","PRT","QD",5.99977371533928
"jsorg","PRT","QL",5.99977371533928
"jsorg","PRT","QM",5.99977371533928
"jsorg","PRT","QN",-5.99977371533928
"jsorg","PRY","QS",108.906566586614
"jsorg","PRY","QD",96.6287551480861
"jsorg","PRY","QW",4.9995351765785
"jsorg","PRY","QL",89.6292943432432
"jsorg","PRY","QSD",1.99992562826445
"jsorg","PRY","QE",12.2778114385275
"jsorg","PRY","QN",12.2778114385275
"jsorg","PRY","ARA",30.9613329569499
"jsorg","PRY","YLD",3.51750251638205
"jsorg","PSE","QS",0.178033341965199
"jsorg","PSE","QD",0.178033341965199
"jsorg","PSE","QF",0.178033341965199
"jsorg","PSE","ARA",0.141666665673256
"jsorg","PSE","YLD",1.25670595209617
"jsorg","RAP","QS",145.049800382497
"jsorg","RAP","QD",159.890783116501
"jsorg","RAP","QF",0.999995329465122
"jsorg","RAP","QW",6.6658363489799
"jsorg","RAP","QL",152.224951438056
"jsorg","RAP","QM",14.8409827340044
"jsorg","RAP","QN",-14.8409827340044
"jsorg","RAP","ARA",3.27233338356018
"jsorg","RAP","YLD",44.3261072087612
"jsorg","ROU","QS",28.0972679385147
"jsorg","ROU","QD",23.6645109106122
"jsorg","ROU","QW",2.66652486978382
"jsorg","ROU","QL",19.9980059810087
"jsorg","ROU","QSD",0.99998005981959
"jsorg","ROU","QE",4.43275702790257
"jsorg","ROU","QN",4.43275702790257
"jsorg","ROU","ARA",7.54666662216187
"jsorg","ROU","YLD",3.7231362328903
"jsorg","RUS","QS",98.5752044841606
"jsorg","RUS","QD",75.3089635234295
"jsorg","RUS","QF",1.6666525221893
"jsorg","RUS","QW",3.99967411118584
"jsorg","RUS","QL",68.6426572580978
"jsorg","RUS","QSD",0.999979631956589
"jsorg","RUS","QE",23.2662409607311
"jsorg","RUS","QN",23.2662409607311
"jsorg","RUS","ARA",73.6023330688477
"jsorg","RUS","YLD",1.33929456274101
"jsorg","RWA","QS",180.613695883217
"jsorg","RWA","QD",188.195897150008
"jsorg","RWA","QF",129.571130059149
"jsorg","RWA","QW",2.99979544242789
"jsorg","RWA","QOth",42.2926011247276
"jsorg","RWA","QL",8.33293873921389
"jsorg","RWA","QSD",4.99943178448955
"jsorg","RWA","QM",7.58220126679159
"jsorg","RWA","QN",-7.58220126679159
"jsorg","RWA","ARA",171.116338094076
"jsorg","RWA","YLD",1.05550234358054
"jsorg","SAU","QS",118.995793147535
"jsorg","SAU","QD",123.9405388621
"jsorg","SAU","QF",113.275101314074
"jsorg","SAU","QW",7.66560075884669
"jsorg","SAU","QSD",2.99983678917949
"jsorg","SAU","QM",4.94474571456572
"jsorg","SAU","QN",-4.94474571456572
"jsorg","SAU","ARA",56.593334197998
"jsorg","SAU","YLD",2.10264680167482
"jsorg","SDN","QS",3976.38332466365
"jsorg","SDN","QD",3958.00822316321
"jsorg","SDN","QF",2873.75313039871
"jsorg","SDN","QW",819.768042546098
"jsorg","SDN","QL",194.215470706308
"jsorg","SDN","QSD",70.2715795120948
"jsorg","SDN","QST",18.375102106245
"jsorg","SDN","ARA",6651.20296223958
"jsorg","SDN","YLD",0.597844231673353
"jsorg","SEN","QS",364.995018578415
"jsorg","SEN","QD",363.682386319891
"jsorg","SEN","QF",194.806732905569
"jsorg","SEN","QW",52.9428915573171
"jsorg","SEN","QL",114.932782187525
"jsorg","SEN","QSD",0.999979669480622
"jsorg","SEN","QE",1.31263225852376
"jsorg","SEN","QN",1.31263225852376
"jsorg","SEN","ARA",271.218668619792
"jsorg","SEN","YLD",1.34575920026392
"jsorg","SLE","QS",63.3546416707797
"jsorg","SLE","QD",65.6561146132109
"jsorg","SLE","QF",37.9923289988401
"jsorg","SLE","QW",2.6665155604822
"jsorg","SLE","QL",21.6641728239768
"jsorg","SLE","QSD",3.33309722991186
"jsorg","SLE","QM",2.30147294243124
"jsorg","SLE","QN",-2.30147294243124
"jsorg","SLE","ARA",65.0193341573079
"jsorg","SLE","YLD",0.974396961948262
"jsorg","SLV","QS",102.822411150283
"jsorg","SLV","QD",103.635908570765
"jsorg","SLV","QF",75.6387732130368
"jsorg","SLV","QW",4.99951281597139
"jsorg","SLV","QL",21.9976420291098
"jsorg","SLV","QSD",0.999980512646819
"jsorg","SLV","QM",0.813497420481953
"jsorg","SLV","QN",-0.813497420481953
"jsorg","SLV","ARA",60.7573331197103
"jsorg","SLV","YLD",1.69234569508987
"jsorg","SOM","QS",77.0405945843649
"jsorg","SOM","QD",147.580879503863
"jsorg","SOM","QF",106.255918265841
"jsorg","SOM","QW",5.33255432149577
"jsorg","SOM","QL",24.99572075992
"jsorg","SOM","QSD",10.9966861566064
"jsorg","SOM","QM",70.540284919498
"jsorg","SOM","QN",-70.540284919498
"jsorg","SOM","ARA",250
"jsorg","SOM","YLD",0.30816237833746
"jsorg","SPP","QS",17.6753239665181
"jsorg","SPP","QD",160.171498483954
"jsorg","SPP","QW",0.99997450528485
"jsorg","SPP","QL",159.171523978669
"jsorg","SPP","QM",142.496174517435
"jsorg","SPP","QN",-142.496174517435
"jsorg","SPP","ARA",4.76333332061768
"jsorg","SPP","YLD",3.71070483142803
"jsorg","SVK","QS",8.21358982445385
"jsorg","SVK","QD",6.33302868324578
"jsorg","SVK","QW",0.999984788629736
"jsorg","SVK","QOth",4.33304769745861
"jsorg","SVK","QL",0.999996197157434
"jsorg","SVK","QE",1.88056114120807
"jsorg","SVK","QN",1.88056114120807
"jsorg","SVK","ARA",2.32000005245209
"jsorg","SVK","YLD",3.54034036153259
"jsorg","SVN","QS",0.280000465468806
"jsorg","SVN","QD",0.999993951424001
"jsorg","SVN","QL",0.999993951424001
"jsorg","SVN","QM",0.719993485955195
"jsorg","SVN","QN",-0.719993485955195
"jsorg","SVN","ARA",0.103333335369825
"jsorg","SVN","YLD",2.7096818704893
"jsorg","SWZ","QS",0.412467919706392
"jsorg","SWZ","QD",3.99990394329233
"jsorg","SWZ","QF",2.99993349919776
"jsorg","SWZ","QOth",0.999970444094567
"jsorg","SWZ","QM",3.58743602358594
"jsorg","SWZ","QN",-3.58743602358594
"jsorg","SWZ","ARA",0.423666668434938
"jsorg","SWZ","YLD",0.973567076282128
"jsorg","SYR","QS",3.97405261936813
"jsorg","SYR","QD",9.9997169876766
"jsorg","SYR","QW",0.999986681781488
"jsorg","SYR","QL",8.99973030589511
"jsorg","SYR","QM",6.02566436830846
"jsorg","SYR","QN",-6.02566436830846
"jsorg","SYR","ARA",2.2096666097641
"jsorg","SYR","YLD",1.7984851659556
"jsorg","TCD","QS",948.303552578041
"jsorg","TCD","QD",971.468853874411
"jsorg","TCD","QF",830.795965708186
"jsorg","TCD","QW",132.674067413791
"jsorg","TCD","QSD",7.99882075243418
"jsorg","TCD","QM",23.1653012963705
"jsorg","TCD","QN",-23.1653012963705
"jsorg","TCD","ARA",1143.00065104167
"jsorg","TCD","YLD",0.829661428201121
"jsorg","TGO","QS",278.987770620579
"jsorg","TGO","QD",278.987770942333
"jsorg","TGO","QF",200.989042963378
"jsorg","TGO","QW",23.3327427048209
"jsorg","TGO","QL",48.6660243278931
"jsorg","TGO","QSD",5.99996094624089
"jsorg","TGO","ARA",314.950002034505
"jsorg","TGO","YLD",0.885816062290464
"jsorg","THA","QS",50.0138047145319
"jsorg","THA","QD",113.131926490389
"jsorg","THA","QF",64.4770275754241
"jsorg","THA","QW",1.66660531239845
"jsorg","THA","QL",45.9883156900991
"jsorg","THA","QSD",0.99997791246744
"jsorg","THA","QM",85.1074314057401
"jsorg","THA","QN",-85.1074314057401
"jsorg","THA","QST",21.9893096298829
"jsorg","THA","ARA",27
"jsorg","THA","YLD",1.85236313757526
"jsorg","TJK","QS",0.0683799969657562
"jsorg","TJK","QD",0.0683799969657562
"jsorg","TJK","QF",0.0683799969657562
"jsorg","TJK","ARA",0.0256666671484709
"jsorg","TJK","YLD",2.66415567592811
"jsorg","TUN","QS",1.22322639415448
"jsorg","TUN","QD",4.66652488419923
"jsorg","TUN","QF",4.66652488419923
"jsorg","TUN","QM",3.44329849004475
"jsorg","TUN","QN",-3.44329849004475
"jsorg","TUN","ARA",2.28099997838338
"jsorg","TUN","YLD",0.536267604448387
"jsorg","TUR","QS",0.0156666676633069
"jsorg","TUR","QD",0.999990195081297
"jsorg","TUR","QW",0.999990195081297
"jsorg","TUR","QM",0.98432352741799
"jsorg","TUR","QN",-0.98432352741799
"jsorg","TUR","ARA",0.00466666677190612
"jsorg","TUR","YLD",3.35714299500065
"jsorg","TZA","QS",778.144128998917
"jsorg","TZA","QD",980.608175402197
"jsorg","TZA","QF",412.107111862838
"jsorg","TZA","QW",109.083032875845
"jsorg","TZA","QOth",409.42850309571
"jsorg","TZA","QL",39.6584300594072
"jsorg","TZA","QSD",10.3310975083977
"jsorg","TZA","QM",202.46404640328
"jsorg","TZA","QN",-202.46404640328
"jsorg","TZA","ARA",718.257670084635
"jsorg","TZA","YLD",1.08337740257925
"jsorg","UGA","QS",251.80182829068
"jsorg","UGA","QD",209.727199964205
"jsorg","UGA","QF",50.3239195520092
"jsorg","UGA","QW",10.3317462725308
"jsorg","UGA","QOth",132.07304729726
"jsorg","UGA","QL",7.66644826002003
"jsorg","UGA","QSD",9.33203858238471
"jsorg","UGA","QE",42.0746283264746
"jsorg","UGA","QN",42.0746283264746
"jsorg","UGA","ARA",275.906331380208
"jsorg","UGA","YLD",0.912635194093057
"jsorg","UKP","QD",20.9972280127093
"jsorg","UKP","QL",20.9972280127093
"jsorg","UKP","QM",20.9972280127093
"jsorg","UKP","QN",-20.9972280127093
"jsorg","UKR","QS",106.749581211244
"jsorg","UKR","QD",68.6456901167874
"jsorg","UKR","QF",0.999993592775236
"jsorg","UKR","QW",2.9997693398488
"jsorg","UKR","QOth",4.99935927732585
"jsorg","UKR","QL",55.3137158274185
"jsorg","UKR","QSD",4.332852079419
"jsorg","UKR","QE",38.1038910944571
"jsorg","UKR","QN",38.1038910944571
"jsorg","UKR","ARA",34.700000445048
"jsorg","UKR","YLD",3.07635676778438
"jsorg","URY","QS",97.833954807821
"jsorg","URY","QD",90.4781254703312
"jsorg","URY","QW",3.99977280595633
"jsorg","URY","QOth",25.4907666909443
"jsorg","URY","QL",58.9876427719316
"jsorg","URY","QSD",1.99994320149905
"jsorg","URY","QE",7.35582933748977
"jsorg","URY","QN",7.35582933748977
"jsorg","URY","ARA",23.0333334604899
"jsorg","URY","YLD",4.24749439657268
"jsorg","USA","QS",8972.22072014844
"jsorg","USA","QD",3499.36158969632
"jsorg","USA","QF",144.209714723983
"jsorg","USA","QW",385.081102874946
"jsorg","USA","QOth",985.472278751721
"jsorg","USA","QL",1961.94402179245
"jsorg","USA","QSD",22.6544715532213
"jsorg","USA","QE",5472.85913045212
"jsorg","USA","QN",5472.85913045212
"jsorg","USA","ARA",2179.25663248698
"jsorg","USA","YLD",4.11710148607385
"jsorg","UZB","QS",19.2964662905644
"jsorg","UZB","QD",20.6650108332355
"jsorg","UZB","QW",0.999981418337333
"jsorg","UZB","QL",18.6650479965608
"jsorg","UZB","QSD",0.999981418337333
"jsorg","UZB","QM",1.36854454267107
"jsorg","UZB","QN",-1.36854454267107
"jsorg","UZB","ARA",3.99533335367839
"jsorg","UZB","YLD",4.82975125787657
"jsorg","VEN","QS",46.8660543031096
"jsorg","VEN","QD",48.9913326732605
"jsorg","VEN","QW",8.66526025461203
"jsorg","VEN","QL",39.3260911430605
"jsorg","VEN","QSD",0.999981275587899
"jsorg","VEN","QM",2.12527837015084
"jsorg","VEN","QN",-2.12527837015084
"jsorg","VEN","ARA",21.9933334986369
"jsorg","VEN","YLD",2.13092091319464
"jsorg","VNM","QD",0.999993714318105
"jsorg","VNM","QF",0.999993714318105
"jsorg","VNM","QM",0.999993714318105
"jsorg","VNM","QN",-0.999993714318105
"jsorg","YEM","QS",403.086630233301
"jsorg","YEM","QD",258.498559426412
"jsorg","YEM","QF",208.504955635609
"jsorg","YEM","QW",11.6646446392804
"jsorg","YEM","QL",29.996657464794
"jsorg","YEM","QSD",8.33230168672832
"jsorg","YEM","QE",76.6567636064149
"jsorg","YEM","QN",76.6567636064149
"jsorg","YEM","QST",67.9313072004743
"jsorg","YEM","ARA",333.846995035807
"jsorg","YEM","YLD",1.20739930635011
"jsorg","ZAF","QS",158.822376373683
"jsorg","ZAF","QD",165.847152919619
"jsorg","ZAF","QF",51.9882948060578
"jsorg","ZAF","QW",5.66611065076673
"jsorg","ZAF","QOth",89.5274491917483
"jsorg","ZAF","QL",17.6653155864121
"jsorg","ZAF","QSD",0.999982684634155
"jsorg","ZAF","QM",7.02477654593627
"jsorg","ZAF","QN",-7.02477654593627
"jsorg","ZAF","ARA",42.966667175293
"jsorg","ZAF","YLD",3.6964090262279
"jsorg","ZMB","QS",17.7435364082965
"jsorg","ZMB","QD",18.3323030622771
"jsorg","ZMB","QF",10.999441530495
"jsorg","ZMB","QW",1.66661538389799
"jsorg","ZMB","QOth",4.66626460967682
"jsorg","ZMB","QSD",0.999981538207276
"jsorg","ZMB","QM",0.588766653980594
"jsorg","ZMB","QN",-0.588766653980594
"jsorg","ZMB","ARA",29.1863333384196
"jsorg","ZMB","YLD",0.607939894421055
"jsorg","ZWE","QS",117.008809147104
"jsorg","ZWE","QD",112.624998788719
"jsorg","ZWE","QF",70.6418785005616
"jsorg","ZWE","QW",4.66623426367111
"jsorg","ZWE","QOth",27.3184992627767
"jsorg","ZWE","QL",0.999995036192057
"jsorg","ZWE","QSD",8.99839172551733
"jsorg","ZWE","QE",4.38381035838529
"jsorg","ZWE","QN",4.38381035838529
"jsorg","ZWE","ARA",202.651997884115
"jsorg","ZWE","YLD",0.577387888443197
"jwhea","AFG","QS",4368.79060840038
"jwhea","AFG","QD",7232.67219770006
"jwhea","AFG","QF",6247.92446783245
"jwhea","AFG","QW",663.157551790155
"jwhea","AFG","QSD",321.590178077457
"jwhea","AFG","QM",2896.95748356323
"jwhea","AFG","QN",-2896.95748356323
"jwhea","AFG","QST",33.0758942635515
"jwhea","AFG","ARA",2191.30098470052
"jwhea","AFG","YLD",1.99369718669544
"jwhea","AGO","QS",7.28011162752147
"jwhea","AGO","QD",937.790822580566
"jwhea","AGO","QF",841.171732720465
"jwhea","AGO","QW",24.6615428772643
"jwhea","AGO","QOth",70.9575490881163
"jwhea","AGO","QL",0.999997894720028
"jwhea","AGO","QM",930.510710953045
"jwhea","AGO","QN",-930.510710953045
"jwhea","AGO","ARA",8.48999977111816
"jwhea","AGO","YLD",0.857492558749816
"jwhea","ALB","QS",230.703569091684
"jwhea","ALB","QD",622.51827233211
"jwhea","ALB","QF",390.317613503552
"jwhea","ALB","QW",21.6623720635503
"jwhea","ALB","QOth",108.558639881104
"jwhea","ALB","QL",92.3138350719161
"jwhea","ALB","QSD",9.66581181198776
"jwhea","ALB","QM",391.814703240426
"jwhea","ALB","QN",-391.814703240426
"jwhea","ALB","ARA",54.2423324584961
"jwhea","ALB","YLD",4.25320148738457
"jwhea","ARG","QS",20579.5039327123
"jwhea","ARG","QD",6495.13069400578
"jwhea","ARG","QF",5485.08193526855
"jwhea","ARG","QW",337.826222030763
"jwhea","ARG","QOth",47.3169161397919
"jwhea","ARG","QL",52.3283161317008
"jwhea","ARG","QSD",572.577304434973
"jwhea","ARG","QE",12406.8495946286
"jwhea","ARG","QN",12406.8495946286
"jwhea","ARG","QST",1677.52364407791
"jwhea","ARG","ARA",6557.47233072917
"jwhea","ARG","YLD",3.13832874845298
"jwhea","ARM","QS",122.611302156663
"jwhea","ARM","QD",610.848142319795
"jwhea","ARM","QF",420.56820632354
"jwhea","ARM","QW",40.3174807412433
"jwhea","ARM","QOth",31.9900213448893
"jwhea","ARM","QL",100.308808697651
"jwhea","ARM","QSD",17.6636252124705
"jwhea","ARM","QM",488.236840163132
"jwhea","ARM","QN",-488.236840163132
"jwhea","ARM","ARA",57.6929995218913
"jwhea","ARM","YLD",2.12523708548277
"jwhea","AUS","QS",28994.7962473218
"jwhea","AUS","QD",6951.58513933356
"jwhea","AUS","QF",2290.8964077783
"jwhea","AUS","QW",276.414318244302
"jwhea","AUS","QOth",971.027475453978
"jwhea","AUS","QL",2837.79703355629
"jwhea","AUS","QSD",575.449904300679
"jwhea","AUS","QE",22043.2111079882
"jwhea","AUS","QN",22043.2111079882
"jwhea","AUS","ARA",11744.8837890625
"jwhea","AUS","YLD",2.46871716809351
"jwhea","AUT","QS",1641.75098314335
"jwhea","AUT","QD",2281.43129767454
"jwhea","AUT","QF",766.759639394574
"jwhea","AUT","QW",39.3238085204397
"jwhea","AUT","QOth",882.815657540509
"jwhea","AUT","QL",541.215081987004
"jwhea","AUT","QSD",51.3171102320101
"jwhea","AUT","QM",639.680314531191
"jwhea","AUT","QN",-639.680314531191
"jwhea","AUT","ARA",284.796661376953
"jwhea","AUT","YLD",5.76464265839952
"jwhea","AZE","QS",1789.19243878926
"jwhea","AZE","QD",3314.15950595544
"jwhea","AZE","QF",1985.61290065387
"jwhea","AZE","QW",99.2467981986091
"jwhea","AZE","QOth",416.136774057817
"jwhea","AZE","QL",675.995106876344
"jwhea","AZE","QSD",137.167926168808
"jwhea","AZE","QM",1524.96706716619
"jwhea","AZE","QN",-1524.96706716619
"jwhea","AZE","ARA",568.055338541667
"jwhea","AZE","YLD",3.14967982412161
"jwhea","BDI","QS",7.17177797327706
"jwhea","BDI","QD",86.3208635466048
"jwhea","BDI","QF",75.3210643621926
"jwhea","BDI","QW",3.33323724932464
"jwhea","BDI","QL",6.66657058264129
"jwhea","BDI","QSD",0.999991352446216
"jwhea","BDI","QM",79.1490855733277
"jwhea","BDI","QN",-79.1490855733277
"jwhea","BDI","ARA",9.88433361053467
"jwhea","BDI","YLD",0.725570205930061
"jwhea","BEN","QD",249.204314614231
"jwhea","BEN","QF",240.537787634641
"jwhea","BEN","QW",0.999991099592619
"jwhea","BEN","QL",7.66653587999708
"jwhea","BEN","QM",249.204314614231
"jwhea","BEN","QN",-249.204314614231
"jwhea","BFA","QD",314.159240592189
"jwhea","BFA","QF",283.161719433049
"jwhea","BFA","QW",15.3313228974275
"jwhea","BFA","QOth",0.999991449005937
"jwhea","BFA","QL",14.666206812707
"jwhea","BFA","QM",314.159240592189
"jwhea","BFA","QN",-314.159240592189
"jwhea","BGD","QS",1069.53678980906
"jwhea","BGD","QD",8725.15888954378
"jwhea","BGD","QF",2879.94271683022
"jwhea","BGD","QW",270.939541906021
"jwhea","BGD","QOth",2347.38572809833
"jwhea","BGD","QL",3187.57281195141
"jwhea","BGD","QSD",39.3180907577942
"jwhea","BGD","QM",7848.21013607203
"jwhea","BGD","QN",-7848.21013607203
"jwhea","BGD","QST",192.588036337315
"jwhea","BGD","ARA",325.309997558594
"jwhea","BGD","YLD",3.28774645057264
"jwhea","BGR","QS",6285.28071399457
"jwhea","BGR","QD",1901.49338794127
"jwhea","BGR","QF",675.475594010163
"jwhea","BGR","QW",230.599762834652
"jwhea","BGR","QOth",394.492440217589
"jwhea","BGR","QL",335.78830417645
"jwhea","BGR","QSD",265.137286702419
"jwhea","BGR","QE",4224.35627854599
"jwhea","BGR","QN",4224.35627854599
"jwhea","BGR","QST",159.431047507309
"jwhea","BGR","ARA",1204.31665039062
"jwhea","BGR","YLD",5.21896023936555
"jwhea","BLR","QS",2741.7878325976
"jwhea","BLR","QD",2804.21809242138
"jwhea","BLR","QF",697.548616806709
"jwhea","BLR","QW",117.577550993911
"jwhea","BLR","QOth",368.787102930975
"jwhea","BLR","QL",1488.74973823495
"jwhea","BLR","QSD",131.555083454841
"jwhea","BLR","QM",62.4302598237777
"jwhea","BLR","QN",-62.4302598237777
"jwhea","BLR","ARA",748.003662109375
"jwhea","BLR","YLD",3.66547380913316
"jwhea","BLT","QS",7979.7404660347
"jwhea","BLT","QD",1840.96234795745
"jwhea","BLT","QF",478.565460355563
"jwhea","BLT","QW",88.2742224346985
"jwhea","BLT","QOth",297.493169012863
"jwhea","BLT","QL",618.274329153004
"jwhea","BLT","QSD",358.355167001321
"jwhea","BLT","QE",6095.10414102791
"jwhea","BLT","QN",6095.10414102791
"jwhea","BLT","QST",43.6739770493457
"jwhea","BLT","ARA",1628.80331929525
"jwhea","BLT","YLD",4.89914305275814
"jwhea","BLX","QS",1825.14540244902
"jwhea","BLX","QD",5453.19085315026
"jwhea","BLX","QF",1093.43212355514
"jwhea","BLX","QW",35.9903506777595
"jwhea","BLX","QOth",2140.42529478831
"jwhea","BLX","QL",2146.68642747603
"jwhea","BLX","QSD",36.6566566530244
"jwhea","BLX","QM",4053.68792935672
"jwhea","BLX","QN",-4053.68792935672
"jwhea","BLX","QST",425.642478655485
"jwhea","BLX","ARA",215.556667645772
"jwhea","BLX","YLD",8.46712570936712
"jwhea","BLZ","QD",26.6653476869729
"jwhea","BLZ","QF",24.6653584375653
"jwhea","BLZ","QW",0.999991399526094
"jwhea","BLZ","QL",0.999997849881523
"jwhea","BLZ","QM",26.6653476869729
"jwhea","BLZ","QN",-26.6653476869729
"jwhea","BOL","QS",319.918874884387
"jwhea","BOL","QD",829.264351145968
"jwhea","BOL","QF",707.986356376055
"jwhea","BOL","QW",12.6653725380076
"jwhea","BOL","QOth",80.6141809668588
"jwhea","BOL","QL",16.9994172387927
"jwhea","BOL","QSD",10.9990240262538
"jwhea","BOL","QM",509.345476261581
"jwhea","BOL","QN",-509.345476261581
"jwhea","BOL","ARA",206.910669962565
"jwhea","BOL","YLD",1.54616905422165
"jwhea","BRA","QS",8301.00193517635
"jwhea","BRA","QD",12354.5384829276
"jwhea","BRA","QF",11236.5575908829
"jwhea","BRA","QW",313.006706485001
"jwhea","BRA","QOth",10.9991883538937
"jwhea","BRA","QL",490.262933417842
"jwhea","BRA","QSD",303.712063787928
"jwhea","BRA","QM",4446.47258103406
"jwhea","BRA","QN",-4446.47258103406
"jwhea","BRA","QST",392.936033282794
"jwhea","BRA","ARA",2784.12638346354
"jwhea","BRA","YLD",2.98154637823935
"jwhea","BTN","QS",1.18732309342408
"jwhea","BTN","QD",27.9986033948465
"jwhea","BTN","QF",23.6654352014301
"jwhea","BTN","QOth",4.33316819341642
"jwhea","BTN","QM",26.8112803014225
"jwhea","BTN","QN",-26.8112803014225
"jwhea","BTN","ARA",0.879000008106232
"jwhea","BTN","YLD",1.35076573660348
"jwhea","BWA","QS",1.72270703239476
"jwhea","BWA","QD",146.960205173334
"jwhea","BWA","QF",126.628431180397
"jwhea","BWA","QW",8.6659506781413
"jwhea","BWA","QOth",9.33250295610165
"jwhea","BWA","QL",2.33332035869344
"jwhea","BWA","QM",145.237498140939
"jwhea","BWA","QN",-145.237498140939
"jwhea","BWA","ARA",0.968999981880188
"jwhea","BWA","YLD",1.77781946812025
"jwhea","CAF","QD",21.6657599482348
"jwhea","CAF","QF",21.6657599482348
"jwhea","CAF","QM",21.6657599482348
"jwhea","CAF","QN",-21.6657599482348
"jwhea","CAN","QS",32476.0239921693
"jwhea","CAN","QD",14449.9896013358
"jwhea","CAN","QF",3328.28052722437
"jwhea","CAN","QW",526.932153214051
"jwhea","CAN","QOth",1731.91661234515
"jwhea","CAN","QL",7883.38721230526
"jwhea","CAN","QSD",979.473096246925
"jwhea","CAN","QE",18026.0343908336
"jwhea","CAN","QN",18026.0343908336
"jwhea","CAN","ARA",9766.2001953125
"jwhea","CAN","YLD",3.32534899374241
"jwhea","CHL","QS",1233.63464933825
"jwhea","CHL","QD",2810.65075398137
"jwhea","CHL","QF",2288.74457020091
"jwhea","CHL","QW",68.2947587365379
"jwhea","CHL","QOth",2.66660792131791
"jwhea","CHL","QL",431.614571592856
"jwhea","CHL","QSD",19.3302455297469
"jwhea","CHL","QM",1577.01610464312
"jwhea","CHL","QN",-1577.01610464312
"jwhea","CHL","ARA",206.396331787109
"jwhea","CHL","YLD",5.97701828640394
"jwhea","CHM","QS",146244.116439793
"jwhea","CHM","QD",146244.116440747
"jwhea","CHM","QF",97830.6392816849
"jwhea","CHM","QW",3105.4314071255
"jwhea","CHM","QOth",4308.55258402323
"jwhea","CHM","QL",36998.9832917215
"jwhea","CHM","QSD",4000.50987619164
"jwhea","CHM","ARA",23491.8001302083
"jwhea","CHM","YLD",6.22532609800882
"jwhea","CHP","QS",492.032891998028
"jwhea","CHP","QD",1440.56315486453
"jwhea","CHP","QF",1059.1443672441
"jwhea","CHP","QW",20.3296325181087
"jwhea","CHP","QOth",16.9974131092944
"jwhea","CHP","QL",326.427869088763
"jwhea","CHP","QSD",17.6638729042648
"jwhea","CHP","QM",977.863156568853
"jwhea","CHP","QN",-977.863156568853
"jwhea","CHP","QST",29.3328937023511
"jwhea","CHP","ARA",87.7966664632161
"jwhea","CHP","YLD",5.6042320491083
"jwhea","CIV","QD",671.865290722844
"jwhea","CIV","QF",669.532792508255
"jwhea","CIV","QOth",2.33249821458965
"jwhea","CIV","QM",707.584085552135
"jwhea","CIV","QN",-707.584085552135
"jwhea","CIV","QST",35.7187948292904
"jwhea","CMR","QS",0.569502884092293
"jwhea","CMR","QD",867.331490361092
"jwhea","CMR","QF",826.529290457003
"jwhea","CMR","QW",40.8021999040888
"jwhea","CMR","QM",908.862708522601
"jwhea","CMR","QN",-908.862708522601
"jwhea","CMR","QST",42.1007210456018
"jwhea","CMR","ARA",0.425666660070419
"jwhea","CMR","YLD",1.33790812744902
"jwhea","COD","QS",9.00016740941181
"jwhea","COD","QD",582.004858721838
"jwhea","COD","QF",565.005340281993
"jwhea","COD","QW",0.999991732881903
"jwhea","COD","QL",14.999534974082
"jwhea","COD","QSD",0.999991732881903
"jwhea","COD","QM",573.004691312427
"jwhea","COD","QN",-573.004691312427
"jwhea","COD","ARA",8
"jwhea","COD","YLD",1.12502092617648
"jwhea","COG","QD",272.852917411346
"jwhea","COG","QF",271.85291939935
"jwhea","COG","QL",0.999998011996967
"jwhea","COG","QM",272.852917411346
"jwhea","COG","QN",-272.852917411346
"jwhea","COL","QS",8.73173069591879
"jwhea","COL","QD",1856.17086124861
"jwhea","COL","QF",1734.08199197888
"jwhea","COL","QW",30.2497639586769
"jwhea","COL","QOth",26.2703510038907
"jwhea","COL","QL",65.5687543071684
