"C","H","CTY","YRS","Val"
"copul","Urban","SDN","2043",0.18597202942503
"copul","Urban","SDN","2044",0.185587513263412
"copul","Urban","SDN","2045",0.18521116482451
"copul","Urban","SDN","2046",0.184841182639045
"copul","Urban","SDN","2047",0.184479094185525
"copul","Urban","SDN","2048",0.184124731047723
"copul","Urban","SDN","2049",0.183777928402644
"copul","Urban","SDN","2050",0.183438524943866
"copul","Urban","SEN","2021",0.213657438471496
"copul","Urban","SEN","2022",0.209341378946889
"copul","Urban","SEN","2023",0.209071737770184
"copul","Urban","SEN","2024",0.208798842793769
"copul","Urban","SEN","2025",0.208522715221609
"copul","Urban","SEN","2026",0.208217059016626
"copul","Urban","SEN","2027",0.20790760506727
"copul","Urban","SEN","2028",0.207594398141221
"copul","Urban","SEN","2029",0.207277489642503
"copul","Urban","SEN","2030",0.206956938006947
"copul","Urban","SEN","2031",0.206598042813741
"copul","Urban","SEN","2032",0.206234867646196
"copul","Urban","SEN","2033",0.205867525657454
"copul","Urban","SEN","2034",0.205496143387554
"copul","Urban","SEN","2035",0.205120861610258
"copul","Urban","SEN","2036",0.204718712211622
"copul","Urban","SEN","2037",0.204312556962289
"copul","Urban","SEN","2038",0.203902623380787
"copul","Urban","SEN","2039",0.203489162072889
"copul","Urban","SEN","2040",0.203072448223967
"copul","Urban","SEN","2041",0.202722376925708
"copul","Urban","SEN","2042",0.202370439314199
"copul","Urban","SEN","2043",0.202016839559608
"copul","Urban","SEN","2044",0.201661796785484
"copul","Urban","SEN","2045",0.201305545847472
"copul","Urban","SEN","2046",0.200946686877681
"copul","Urban","SEN","2047",0.200587134891724
"copul","Urban","SEN","2048",0.200227181115915
"copul","Urban","SEN","2049",0.199867136372446
"copul","Urban","SEN","2050",0.199507332081313
"copul","Urban","SLB","2021",0.163697222311136
"copul","Urban","SLB","2022",0.155166996468335
"copul","Urban","SLB","2023",0.154568393632779
"copul","Urban","SLB","2024",0.153960725176654
"copul","Urban","SLB","2025",0.153343986683932
"copul","Urban","SLB","2026",0.152649846264215
"copul","Urban","SLB","2027",0.151944590045719
"copul","Urban","SLB","2028",0.151228253523738
"copul","Urban","SLB","2029",0.150500888865538
"copul","Urban","SLB","2030",0.149762566123182
"copul","Urban","SLB","2031",0.148927814240608
"copul","Urban","SLB","2032",0.148079744875332
"copul","Urban","SLB","2033",0.147218545181343
"copul","Urban","SLB","2034",0.146344438933928
"copul","Urban","SLB","2035",0.145457689318764
"copul","Urban","SLB","2036",0.144479297690268
"copul","Urban","SLB","2037",0.143486768167746
"copul","Urban","SLB","2038",0.14248062397021
"copul","Urban","SLB","2039",0.141461462607981
"copul","Urban","SLB","2040",0.140429961723718
"copul","Urban","SLB","2041",0.139486707895723
"copul","Urban","SLB","2042",0.138534608620729
"copul","Urban","SLB","2043",0.137574361754275
"copul","Urban","SLB","2044",0.136606736338882
"copul","Urban","SLB","2045",0.135632577439517
"copul","Urban","SLB","2046",0.13458403520453
"copul","Urban","SLB","2047",0.133530319028041
"copul","Urban","SLB","2048",0.132472795246893
"copul","Urban","SLB","2049",0.131412960436089
"copul","Urban","SLB","2050",0.130352450585772
"copul","Urban","SLE","2021",0.176690045885699
"copul","Urban","SLE","2022",0.173852205828211
"copul","Urban","SLE","2023",0.173675255576767
"copul","Urban","SLE","2024",0.173496168227565
"copul","Urban","SLE","2025",0.173314940511503
"copul","Urban","SLE","2026",0.173113975683389
"copul","Urban","SLE","2027",0.172910439288664
"copul","Urban","SLE","2028",0.172704332082378
"copul","Urban","SLE","2029",0.172495656783596
"copul","Urban","SLE","2030",0.172284418188864
"copul","Urban","SLE","2031",0.172047291700353
"copul","Urban","SLE","2032",0.17180703750164
"copul","Urban","SLE","2033",0.171563672174993
"copul","Urban","SLE","2034",0.17131721624991
"copul","Urban","SLE","2035",0.171067694442322
"copul","Urban","SLE","2036",0.170799252171593
"copul","Urban","SLE","2037",0.170527422600162
"copul","Urban","SLE","2038",0.170252252886552
"copul","Urban","SLE","2039",0.169973796948897
"copul","Urban","SLE","2040",0.169692115879364
"copul","Urban","SLE","2041",0.169454226232072
"copul","Urban","SLE","2042",0.169214175254662
"copul","Urban","SLE","2043",0.168972011517287
"copul","Urban","SLE","2044",0.168727787928929
"copul","Urban","SLE","2045",0.168481561950199
"copul","Urban","SLE","2046",0.168231904064464
"copul","Urban","SLE","2047",0.167980351192124
"copul","Urban","SLE","2048",0.167726977176957
"copul","Urban","SLE","2049",0.167471861495491
"copul","Urban","SLE","2050",0.167215089526771
"copul","Urban","SLV","2021",0.210074322436238
"copul","Urban","SLV","2022",0.209839877913667
"copul","Urban","SLV","2023",0.209830040608483
"copul","Urban","SLV","2024",0.209820500316254
"copul","Urban","SLV","2025",0.209811248069413
"copul","Urban","SLV","2026",0.209801719662164
"copul","Urban","SLV","2027",0.209792496752039
"copul","Urban","SLV","2028",0.209783569544275
"copul","Urban","SLV","2029",0.209774928558146
"copul","Urban","SLV","2030",0.209766564616893
"copul","Urban","SLV","2031",0.209758026524268
"copul","Urban","SLV","2032",0.209749777133714
"copul","Urban","SLV","2033",0.209741806683229
"copul","Urban","SLV","2034",0.209734105740895
"copul","Urban","SLV","2035",0.209726665193721
"copul","Urban","SLV","2036",0.209719130752524
"copul","Urban","SLV","2037",0.209711863319931
"copul","Urban","SLV","2038",0.20970485343358
"copul","Urban","SLV","2039",0.209698091966445
"copul","Urban","SLV","2040",0.209691570114943
"copul","Urban","SLV","2041",0.209686240450226
"copul","Urban","SLV","2042",0.209681070805085
"copul","Urban","SLV","2043",0.20967605637504
"copul","Urban","SLV","2044",0.209671192499863
"copul","Urban","SLV","2045",0.209666474659247
"copul","Urban","SLV","2046",0.209661846320498
"copul","Urban","SLV","2047",0.209657358528041
"copul","Urban","SLV","2048",0.209653007013983
"copul","Urban","SLV","2049",0.209648787640028
"copul","Urban","SLV","2050",0.20964469639355
"copul","Urban","SOM","2021",0.167717742992107
"copul","Urban","SOM","2022",0.159285017531623
"copul","Urban","SOM","2023",0.158828721859979
"copul","Urban","SOM","2024",0.158379859323785
"copul","Urban","SOM","2025",0.15793830883598
"copul","Urban","SOM","2026",0.15746256223702
"copul","Urban","SOM","2027",0.156995304113637
"copul","Urban","SOM","2028",0.156536383010797
"copul","Urban","SOM","2029",0.15608565017579
"copul","Urban","SOM","2030",0.155642959510018
"copul","Urban","SOM","2031",0.155161125530153
"copul","Urban","SOM","2032",0.154688818795127
"copul","Urban","SOM","2033",0.154225850923882
"copul","Urban","SOM","2034",0.153772037260199
"copul","Urban","SOM","2035",0.153327196799042
"copul","Urban","SOM","2036",0.152863808181401
"copul","Urban","SOM","2037",0.152410156663733
"copul","Urban","SOM","2038",0.151966037642144
"copul","Urban","SOM","2039",0.151531250812044
"copul","Urban","SOM","2040",0.151105600077805
"copul","Urban","SOM","2041",0.150756405795392
"copul","Urban","SOM","2042",0.150413360281197
"copul","Urban","SOM","2043",0.150076355264973
"copul","Urban","SOM","2044",0.149745284382947
"copul","Urban","SOM","2045",0.149420043144243
"copul","Urban","SOM","2046",0.149098425755925
"copul","Urban","SOM","2047",0.148782508826432
"copul","Urban","SOM","2048",0.148472191318841
"copul","Urban","SOM","2049",0.148167373987046
"copul","Urban","SOM","2050",0.14786795934401
"copul","Urban","SPP","2021",0.194702197176509
"copul","Urban","SPP","2022",0.173875108255705
"copul","Urban","SPP","2023",0.172560967257039
"copul","Urban","SPP","2024",0.171233072377944
"copul","Urban","SPP","2025",0.169892009102838
"copul","Urban","SPP","2026",0.168492524732781
"copul","Urban","SPP","2027",0.167080444204109
"copul","Urban","SPP","2028",0.165656631090927
"copul","Urban","SPP","2029",0.164222031892288
"copul","Urban","SPP","2030",0.162777681280449
"copul","Urban","SPP","2031",0.161296500508926
"copul","Urban","SPP","2032",0.159807661683906
"copul","Urban","SPP","2033",0.158312580879201
"copul","Urban","SPP","2034",0.156812795682899
"copul","Urban","SPP","2035",0.155309972801623
"copul","Urban","SPP","2036",0.153759053185647
"copul","Urban","SPP","2037",0.15220896258909
"copul","Urban","SPP","2038",0.150662016258327
"copul","Urban","SPP","2039",0.149120715647071
"copul","Urban","SPP","2040",0.147587760132972
"copul","Urban","SPP","2041",0.146166285254078
"copul","Urban","SPP","2042",0.144757169038467
"copul","Urban","SPP","2043",0.143363136586681
"copul","Urban","SPP","2044",0.141987103111798
"copul","Urban","SPP","2045",0.140632184853508
"copul","Urban","SPP","2046",0.139303871794349
"copul","Urban","SPP","2047",0.138003458246498
"copul","Urban","SPP","2048",0.136734715775088
"copul","Urban","SPP","2049",0.135501665092752
"copul","Urban","SPP","2050",0.13430859009472
"copul","Urban","SVK","2021",0.185375846722112
"copul","Urban","SVK","2022",0.182843278697357
"copul","Urban","SVK","2023",0.182668137634849
"copul","Urban","SVK","2024",0.182490511737827
"copul","Urban","SVK","2025",0.182310621043765
"copul","Urban","SVK","2026",0.182123079928816
"copul","Urban","SVK","2027",0.181933716150969
"copul","Urban","SVK","2028",0.181742889093608
"copul","Urban","SVK","2029",0.181551006031095
"copul","Urban","SVK","2030",0.181358526667392
"copul","Urban","SVK","2031",0.18116911998039
"copul","Urban","SVK","2032",0.180980187665003
"copul","Urban","SVK","2033",0.180792344950804
"copul","Urban","SVK","2034",0.180606276875146
"copul","Urban","SVK","2035",0.180422744543187
"copul","Urban","SVK","2036",0.18023727228593
"copul","Urban","SVK","2037",0.180056407089298
"copul","Urban","SVK","2038",0.179881281590972
"copul","Urban","SVK","2039",0.179713149091748
"copul","Urban","SVK","2040",0.179553394392848
"copul","Urban","SVK","2041",0.179417648081631
"copul","Urban","SVK","2042",0.179291204028606
"copul","Urban","SVK","2043",0.179175406646744
"copul","Urban","SVK","2044",0.17907172100342
"copul","Urban","SVK","2045",0.178981742350904
"copul","Urban","SVK","2046",0.178907402649489
"copul","Urban","SVK","2047",0.178850284306575
"copul","Urban","SVK","2048",0.178812418805587
"copul","Urban","SVK","2049",0.178796011486564
"copul","Urban","SVK","2050",0.178796011486564
"copul","Urban","SVN","2021",0.185390270444795
"copul","Urban","SVN","2022",0.182988515272104
"copul","Urban","SVN","2023",0.182831513923485
"copul","Urban","SVN","2024",0.182672779063096
"copul","Urban","SVN","2025",0.182512452549364
"copul","Urban","SVN","2026",0.18234335163973
"copul","Urban","SVN","2027",0.182172887189294
"copul","Urban","SVN","2028",0.182001284222909
"copul","Urban","SVN","2029",0.181828792697792
"copul","Urban","SVN","2030",0.181655689468452
"copul","Urban","SVN","2031",0.181478826804423
"copul","Urban","SVN","2032",0.181302004108266
"copul","Urban","SVN","2033",0.181125615873472
"copul","Urban","SVN","2034",0.180950095935902
"copul","Urban","SVN","2035",0.180775920535153
"copul","Urban","SVN","2036",0.180596575886007
"copul","Urban","SVN","2037",0.180419900414682
"copul","Urban","SVN","2038",0.180246602265708
"copul","Urban","SVN","2039",0.180077456956462
"copul","Urban","SVN","2040",0.17991331269784
"copul","Urban","SVN","2041",0.179765726874033
"copul","Urban","SVN","2042",0.179624098188855
"copul","Urban","SVN","2043",0.179489309607972
"copul","Urban","SVN","2044",0.179362317262308
"copul","Urban","SVN","2045",0.179244155703481
"copul","Urban","SVN","2046",0.179134043651138
"copul","Urban","SVN","2047",0.179035530483892
"copul","Urban","SVN","2048",0.178949997947297
"copul","Urban","SVN","2049",0.178878939184166
"copul","Urban","SVN","2050",0.178823966754022
"copul","Urban","SWE","2021",0.186796856195135
"copul","Urban","SWE","2022",0.157459138475205
"copul","Urban","SWE","2023",0.155884547090453
"copul","Urban","SWE","2024",0.154325701619549
"copul","Urban","SWE","2025",0.152782444603353
"copul","Urban","SWE","2026",0.15125462015732
"copul","Urban","SWE","2027",0.149742073955747
"copul","Urban","SWE","2028",0.148244653216189
"copul","Urban","SWE","2029",0.146762206684027
"copul","Urban","SWE","2030",0.145294584617187
"copul","Urban","SWE","2031",0.143841638771015
"copul","Urban","SWE","2032",0.142403222383305
"copul","Urban","SWE","2033",0.140979190159472
"copul","Urban","SWE","2034",0.139569398257877
"copul","Urban","SWE","2035",0.138173704275298
"copul","Urban","SWE","2036",0.136791967232545
"copul","Urban","SWE","2037",0.13542404756022
"copul","Urban","SWE","2038",0.134069807084618
"copul","Urban","SWE","2039",0.132729109013772
"copul","Urban","SWE","2040",0.131401817923634
"copul","Urban","SWE","2041",0.130087799744398
"copul","Urban","SWE","2042",0.128786921746954
"copul","Urban","SWE","2043",0.127499052529484
"copul","Urban","SWE","2044",0.126224062004189
"copul","Urban","SWE","2045",0.124961821384147
"copul","Urban","SWE","2046",0.123712203170306
"copul","Urban","SWE","2047",0.122475081138603
"copul","Urban","SWE","2048",0.121250330327217
"copul","Urban","SWE","2049",0.120037827023945
"copul","Urban","SWE","2050",0.118837448753705
"copul","Urban","SWZ","2021",0.25026942517562
"copul","Urban","SWZ","2022",0.246089602268929
"copul","Urban","SWZ","2023",0.245821595888741
"copul","Urban","SWZ","2024",0.245549420764247
"copul","Urban","SWZ","2025",0.245273060737822
"copul","Urban","SWZ","2026",0.244967173690142
"copul","Urban","SWZ","2027",0.244656290325995
"copul","Urban","SWZ","2028",0.244340402723503
"copul","Urban","SWZ","2029",0.244019508149756
"copul","Urban","SWZ","2030",0.243693609444456
"copul","Urban","SWZ","2031",0.243326356598626
"copul","Urban","SWZ","2032",0.242952981866224
"copul","Urban","SWZ","2033",0.242573516972259
"copul","Urban","SWZ","2034",0.242188004900911
"copul","Urban","SWZ","2035",0.241796500753496
"copul","Urban","SWZ","2036",0.241374604970924
"copul","Urban","SWZ","2037",0.240946138216647
"copul","Urban","SWZ","2038",0.240511218275115
"copul","Urban","SWZ","2039",0.24006998352604
"copul","Urban","SWZ","2040",0.23962259451045
"copul","Urban","SWZ","2041",0.239249868760234
"copul","Urban","SWZ","2042",0.238873213889639
"copul","Urban","SWZ","2043",0.238492758087987
"copul","Urban","SWZ","2044",0.238108642744754
"copul","Urban","SWZ","2045",0.237721023233239
"copul","Urban","SWZ","2046",0.237323776871859
"copul","Urban","SWZ","2047",0.236923283904239
"copul","Urban","SWZ","2048",0.236519757098415
"copul","Urban","SWZ","2049",0.236113427952133
"copul","Urban","SWZ","2050",0.235704547785266
"copul","Urban","SYR","2021",0.225024861009927
"copul","Urban","SYR","2022",0.209350115983038
"copul","Urban","SYR","2023",0.208585635264431
"copul","Urban","SYR","2024",0.207840126128807
"copul","Urban","SYR","2025",0.207113117771667
"copul","Urban","SYR","2026",0.206345135396327
"copul","Urban","SYR","2027",0.205597797964722
"copul","Urban","SYR","2028",0.204870550498359
"copul","Urban","SYR","2029",0.204162852937705
"copul","Urban","SYR","2030",0.203474179741138
"copul","Urban","SYR","2031",0.202741420745122
"copul","Urban","SYR","2032",0.202030199785473
"copul","Urban","SYR","2033",0.201339883793183
"copul","Urban","SYR","2034",0.200669858307086
"copul","Urban","SYR","2035",0.200019526926916
"copul","Urban","SYR","2036",0.199356888370003
"copul","Urban","SYR","2037",0.198714696373214
"copul","Urban","SYR","2038",0.198092320031786
"copul","Urban","SYR","2039",0.197489147908331
"copul","Urban","SYR","2040",0.196904587432143
"copul","Urban","SYR","2041",0.196414752437321
"copul","Urban","SYR","2042",0.195937985936247
"copul","Urban","SYR","2043",0.195473939269615
"copul","Urban","SYR","2044",0.195022273080135
"copul","Urban","SYR","2045",0.194582657064357
"copul","Urban","SYR","2046",0.19414361840802
"copul","Urban","SYR","2047",0.19371659829454
"copul","Urban","SYR","2048",0.19330126772015
"copul","Urban","SYR","2049",0.192897306687454
"copul","Urban","SYR","2050",0.192504403958884
"copul","Urban","TCD","2021",0.248301922479295
"copul","Urban","TCD","2022",0.24087382940865
"copul","Urban","TCD","2023",0.240406957763509
"copul","Urban","TCD","2024",0.239934062180122
"copul","Urban","TCD","2025",0.239455153551703
"copul","Urban","TCD","2026",0.238924492667697
"copul","Urban","TCD","2027",0.238386687742775
"copul","Urban","TCD","2028",0.237841776897309
"copul","Urban","TCD","2029",0.237289807593195
"copul","Urban","TCD","2030",0.236730837211466
"copul","Urban","TCD","2031",0.236104152926655
"copul","Urban","TCD","2032",0.23546908548347
"copul","Urban","TCD","2033",0.234825760771963
"copul","Urban","TCD","2034",0.234174323716584
"copul","Urban","TCD","2035",0.233514939515577
"copul","Urban","TCD","2036",0.232807003610259
"copul","Urban","TCD","2037",0.232090586910054
"copul","Urban","TCD","2038",0.231365971682252
"copul","Urban","TCD","2039",0.230633473292472
"copul","Urban","TCD","2040",0.229893442392649
"copul","Urban","TCD","2041",0.22927026856065
"copul","Urban","TCD","2042",0.228642363752479
"copul","Urban","TCD","2043",0.228009995463711
"copul","Urban","TCD","2044",0.227373452757408
"copul","Urban","TCD","2045",0.226733047407276
"copul","Urban","TCD","2046",0.226086089526111
"copul","Urban","TCD","2047",0.225435937568351
"copul","Urban","TCD","2048",0.224782984515073
"copul","Urban","TCD","2049",0.224127651732568
"copul","Urban","TCD","2050",0.223470390444549
"copul","Urban","TGO","2021",0.214836110206306
"copul","Urban","TGO","2022",0.207364588338627
"copul","Urban","TGO","2023",0.206989575014449
"copul","Urban","TGO","2024",0.206621244768608
"copul","Urban","TGO","2025",0.206259478502572
"copul","Urban","TGO","2026",0.205870777653498
"copul","Urban","TGO","2027",0.205489654585952
"copul","Urban","TGO","2028",0.205115961569943
"copul","Urban","TGO","2029",0.204749553755498
"copul","Urban","TGO","2030",0.204390289116518
"copul","Urban","TGO","2031",0.204000418491863
"copul","Urban","TGO","2032",0.203618959947305
"copul","Urban","TGO","2033",0.203245731978808
"copul","Urban","TGO","2034",0.202880556998577
"copul","Urban","TGO","2035",0.202523261250554
"copul","Urban","TGO","2036",0.202152250123909
"copul","Urban","TGO","2037",0.201789734754078
"copul","Urban","TGO","2038",0.201435520597344
"copul","Urban","TGO","2039",0.201089417564832
"copul","Urban","TGO","2040",0.200751239920498
"copul","Urban","TGO","2041",0.200474613310539
"copul","Urban","TGO","2042",0.200203289664381
"copul","Urban","TGO","2043",0.199937167323601
"copul","Urban","TGO","2044",0.199676146578578
"copul","Urban","TGO","2045",0.199420129631138
"copul","Urban","TGO","2046",0.199167624002209
"copul","Urban","TGO","2047",0.19891998585614
"copul","Urban","TGO","2048",0.198677121363775
"copul","Urban","TGO","2049",0.198438938504683
"copul","Urban","TGO","2050",0.198205347032281
"copul","Urban","THA","2021",0.197485554768361
"copul","Urban","THA","2022",0.197432518878525
"copul","Urban","THA","2023",0.197428884062854
"copul","Urban","THA","2024",0.197425169042865
"copul","Urban","THA","2025",0.197421373863772
"copul","Urban","THA","2026",0.197417262457568
"copul","Urban","THA","2027",0.197413061709844
"copul","Urban","THA","2028",0.197408772422414
"copul","Urban","THA","2029",0.197404395707053
"copul","Urban","THA","2030",0.197399933016535
"copul","Urban","THA","2031",0.197395075761316
"copul","Urban","THA","2032",0.197390125341942
"copul","Urban","THA","2033",0.197385085088983
"copul","Urban","THA","2034",0.197379958980674
"copul","Urban","THA","2035",0.197374751707215
"copul","Urban","THA","2036",0.197369193891889
"copul","Urban","THA","2037",0.197363559759574
"copul","Urban","THA","2038",0.197357857855185
"copul","Urban","THA","2039",0.197352097993659
"copul","Urban","THA","2040",0.19734629138532
"copul","Urban","THA","2041",0.197341148948466
"copul","Urban","THA","2042",0.197335989889662
"copul","Urban","THA","2043",0.197330825081222
"copul","Urban","THA","2044",0.197325666582335
"copul","Urban","THA","2045",0.197320527737487
"copul","Urban","THA","2046",0.197315275621721
"copul","Urban","THA","2047",0.197310077655149
"copul","Urban","THA","2048",0.197304953391044
"copul","Urban","THA","2049",0.197299924364517
"copul","Urban","THA","2050",0.197295014256759
"copul","Urban","TJK","2021",0.150636683812772
"copul","Urban","TJK","2022",0.127853704401938
"copul","Urban","TJK","2023",0.126365329839304
"copul","Urban","TJK","2024",0.124857045716804
"copul","Urban","TJK","2025",0.123330689082553
"copul","Urban","TJK","2026",0.121740426181055
"copul","Urban","TJK","2027",0.120135792837676
"copul","Urban","TJK","2028",0.118519745942623
"copul","Urban","TJK","2029",0.116895622461573
"copul","Urban","TJK","2030",0.115267174388062
"copul","Urban","TJK","2031",0.113645920265752
"copul","Urban","TJK","2032",0.112029181608749
"copul","Urban","TJK","2033",0.110422121305164
"copul","Urban","TJK","2034",0.108830477578821
"copul","Urban","TJK","2035",0.107260614742779
"copul","Urban","TJK","2036",0.105668061298567
"copul","Urban","TJK","2037",0.104114938536364
"copul","Urban","TJK","2038",0.102610785515156
"copul","Urban","TJK","2039",0.101166145096745
"copul","Urban","TJK","2040",0.0997926530295627
"copul","Urban","TJK","2041",0.0986425901553632
"copul","Urban","TJK","2042",0.0975686109985358
"copul","Urban","TJK","2043",0.0965814247988707
"copul","Urban","TJK","2044",0.0956926754223508
"copul","Urban","TJK","2045",0.0949150131343054
"copul","Urban","TJK","2046",0.0942510993381714
"copul","Urban","TJK","2047",0.0937325616578905
"copul","Urban","TJK","2048",0.0933765301308691
"copul","Urban","TJK","2049",0.0932015939234068
"copul","Urban","TJK","2050",0.0932015939234068
"copul","Urban","TKM","2021",0.127005038044742
"copul","Urban","TKM","2022",0.0970525920435603
"copul","Urban","TKM","2023",0.0959364874648266
"copul","Urban","TKM","2024",0.0948608115753205
"copul","Urban","TKM","2025",0.0938240999254341
"copul","Urban","TKM","2026",0.0927960739050017
"copul","Urban","TKM","2027",0.0918063619699079
"copul","Urban","TKM","2028",0.0908535361707563
"copul","Urban","TKM","2029",0.0899362217772071
"copul","Urban","TKM","2030",0.0890530952945261
"copul","Urban","TKM","2031",0.0882068000136833
"copul","Urban","TKM","2032",0.0873919004627772
"copul","Urban","TKM","2033",0.0866072319279299
"copul","Urban","TKM","2034",0.0858516729036371
"copul","Urban","TKM","2035",0.0851241434898299
"copul","Urban","TKM","2036",0.084399918254872
"copul","Urban","TKM","2037",0.0837034686075862
"copul","Urban","TKM","2038",0.0830337292947429
"copul","Urban","TKM","2039",0.0823896759178534
"copul","Urban","TKM","2040",0.0817703233663036
"copul","Urban","TKM","2041",0.0812417605472883
"copul","Urban","TKM","2042",0.0807311876313151
"copul","Urban","TKM","2043",0.0802379923229295
"copul","Urban","TKM","2044",0.0797615831664627
"copul","Urban","TKM","2045",0.0793013888367391
"copul","Urban","TKM","2046",0.0788461163199796
"copul","Urban","TKM","2047",0.0784067136471073
"copul","Urban","TKM","2048",0.0779826276286902
"copul","Urban","TKM","2049",0.0775733243583181
"copul","Urban","TKM","2050",0.0771782885404371
"copul","Urban","TLS","2021",0.191666928647012
"copul","Urban","TLS","2022",0.17477051913982
"copul","Urban","TLS","2023",0.173602072383605
"copul","Urban","TLS","2024",0.172417657917282
"copul","Urban","TLS","2025",0.171217801271335
"copul","Urban","TLS","2026",0.169926611422043
"copul","Urban","TLS","2027",0.168619470314192
"copul","Urban","TLS","2028",0.167297292093824
"copul","Urban","TLS","2029",0.165961103367337
"copul","Urban","TLS","2030",0.164612051764783
"copul","Urban","TLS","2031",0.163155928093586
"copul","Urban","TLS","2032",0.161688288041064
"copul","Urban","TLS","2033",0.160211072176175
"copul","Urban","TLS","2034",0.158726434654301
"copul","Urban","TLS","2035",0.157236759974216
"copul","Urban","TLS","2036",0.155664158995899
"copul","Urban","TLS","2037",0.154092294569592
"copul","Urban","TLS","2038",0.152524928238011
"copul","Urban","TLS","2039",0.150966207212643
"copul","Urban","TLS","2040",0.149420695277248
"copul","Urban","TLS","2041",0.148071851882451
"copul","Urban","TLS","2042",0.146740948550928
"copul","Urban","TLS","2043",0.145432057329856
"copul","Urban","TLS","2044",0.144149586564651
"copul","Urban","TLS","2045",0.142898303973337
"copul","Urban","TLS","2046",0.141646378637103
"copul","Urban","TLS","2047",0.140439182788278
"copul","Urban","TLS","2048",0.139283314066714
"copul","Urban","TLS","2049",0.138185900333799
"copul","Urban","TLS","2050",0.137154636485414
"copul","Urban","TUN","2021",0.224354048912165
"copul","Urban","TUN","2022",0.214847978952027
"copul","Urban","TUN","2023",0.214271054986184
"copul","Urban","TUN","2024",0.213689983436218
"copul","Urban","TUN","2025",0.213105156802827
"copul","Urban","TUN","2026",0.212468323716055
"copul","Urban","TUN","2027",0.211828179623224
"copul","Urban","TUN","2028",0.211185366354751
"copul","Urban","TUN","2029",0.210540581972494
"copul","Urban","TUN","2030",0.20989458436816
"copul","Urban","TUN","2031",0.209184253477527
"copul","Urban","TUN","2032",0.208474635794954
"copul","Urban","TUN","2033",0.207767021695604
"copul","Urban","TUN","2034",0.207062814381883
"copul","Urban","TUN","2035",0.206363537626973
"copul","Urban","TUN","2036",0.205631752510045
"copul","Urban","TUN","2037",0.20490943828599
"copul","Urban","TUN","2038",0.204198896387401
"copul","Urban","TUN","2039",0.203502625201158
"copul","Urban","TUN","2040",0.202823334039601
"copul","Urban","TUN","2041",0.202262363394942
"copul","Urban","TUN","2042",0.201717660864823
"copul","Urban","TUN","2043",0.201191288890608
"copul","Urban","TUN","2044",0.20068545049276
"copul","Urban","TUN","2045",0.200202497533708
"copul","Urban","TUN","2046",0.199725258751227
"copul","Urban","TUN","2047",0.199278773904409
"copul","Urban","TUN","2048",0.198866306604324
"copul","Urban","TUN","2049",0.198491343755894
"copul","Urban","TUN","2050",0.198157609082887
"copul","Urban","TUR","2021",0.195393881899816
"copul","Urban","TUR","2022",0.16273182534958
"copul","Urban","TUR","2023",0.160965853927041
"copul","Urban","TUR","2024",0.159235206362026
"copul","Urban","TUR","2025",0.157539176088791
"copul","Urban","TUR","2026",0.155748575393543
"copul","Urban","TUR","2027",0.153996560132023
"copul","Urban","TUR","2028",0.152282298831473
"copul","Urban","TUR","2029",0.150604977936441
"copul","Urban","TUR","2030",0.14896380142268
"copul","Urban","TUR","2031",0.147197587267793
"copul","Urban","TUR","2032",0.145473234819567
"copul","Urban","TUR","2033",0.143789751897931
"copul","Urban","TUR","2034",0.142146169838849
"copul","Urban","TUR","2035",0.140541542936954
"copul","Urban","TUR","2036",0.138887760766606
"copul","Urban","TUR","2037",0.137275356971531
"copul","Urban","TUR","2038",0.13570329624613
"copul","Urban","TUR","2039",0.134170569188618
"copul","Urban","TUR","2040",0.132676191652896
"copul","Urban","TUR","2041",0.131201536132842
"copul","Urban","TUR","2042",0.129764224580054
"copul","Urban","TUR","2043",0.128363311301201
"copul","Urban","TUR","2044",0.126997874551554
"copul","Urban","TUR","2045",0.12566701592852
"copul","Urban","TUR","2046",0.124373612322871
"copul","Urban","TUR","2047",0.123112867932769
"copul","Urban","TUR","2048",0.121883958093466
"copul","Urban","TUR","2049",0.12068607896349
"copul","Urban","TUR","2050",0.11951844699885
"copul","Urban","TZA","2021",0.210016809608583
"copul","Urban","TZA","2022",0.203472602360245
"copul","Urban","TZA","2023",0.203057197881474
"copul","Urban","TZA","2024",0.202635837577808
"copul","Urban","TZA","2025",0.202208478804033
"copul","Urban","TZA","2026",0.201733826218374
"copul","Urban","TZA","2027",0.201251888588419
"copul","Urban","TZA","2028",0.20076261803699
"copul","Urban","TZA","2029",0.200265969912957
"copul","Urban","TZA","2030",0.19976190303179
"copul","Urban","TZA","2031",0.199194951508223
"copul","Urban","TZA","2032",0.198618809613528
"copul","Urban","TZA","2033",0.198033438641944
"copul","Urban","TZA","2034",0.197438806839995
"copul","Urban","TZA","2035",0.196834889924848
"copul","Urban","TZA","2036",0.196183609083594
"copul","Urban","TZA","2037",0.195521837415707
"copul","Urban","TZA","2038",0.194849577818504
"copul","Urban","TZA","2039",0.194166845792763
"copul","Urban","TZA","2040",0.193473670360036
"copul","Urban","TZA","2041",0.192886719866996
"copul","Urban","TZA","2042",0.192292547234857
"copul","Urban","TZA","2043",0.191691194054747
"copul","Urban","TZA","2044",0.191082710363556
"copul","Urban","TZA","2045",0.190467155123513
"copul","Urban","TZA","2046",0.189841290903052
"copul","Urban","TZA","2047",0.189208428994889
"copul","Urban","TZA","2048",0.188568659744469
