"J","C","CTY","Val"
"jpoul","csbml","KAZ",-0.0363
"jpoul","csbml","KEN",-0.01815
"jpoul","csbml","KGZ",-0.0363
"jpoul","csbml","KHM",-0.01815
"jpoul","csbml","KOR",-0.09075
"jpoul","csbml","LAO",-0.01815
"jpoul","csbml","LBN",-0.1452
"jpoul","csbml","LBR",-0.01815
"jpoul","csbml","LKA",-0.0363
"jpoul","csbml","MDA",-0.09075
"jpoul","csbml","MDG",-0.01815
"jpoul","csbml","MEX",-0.12705
"jpoul","csbml","MMR",-0.01815
"jpoul","csbml","MOR",-0.1452
"jpoul","csbml","MOZ",-0.01815
"jpoul","csbml","MWI",-0.01815
"jpoul","csbml","MYS",-0.0726
"jpoul","csbml","NAM",-0.01815
"jpoul","csbml","NIC",-0.1089
"jpoul","csbml","NLD",-0.1089
"jpoul","csbml","NOR",-0.1089
"jpoul","csbml","NPL",-0.0363
"jpoul","csbml","NZL",-0.01815
"jpoul","csbml","OAO",-0.01815
"jpoul","csbml","OBN",-0.09075
"jpoul","csbml","OIO",-0.01815
"jpoul","csbml","OPO",-0.01815
"jpoul","csbml","OSA",-0.01815
"jpoul","csbml","PAK",-0.1452
"jpoul","csbml","PAN",-0.1089
"jpoul","csbml","PER",-0.1089
"jpoul","csbml","PHL",-0.1089
"jpoul","csbml","POL",-0.09075
"jpoul","csbml","PRK",-0.01815
"jpoul","csbml","PRT",-0.1089
"jpoul","csbml","PRY",-0.1089
"jpoul","csbml","RAP",-0.1452
"jpoul","csbml","ROU",-0.09075
"jpoul","csbml","RUS",-0.0363
"jpoul","csbml","SAU",-0.1452
"jpoul","csbml","SEN",-0.01815
"jpoul","csbml","SLV",-0.1089
"jpoul","csbml","SPP",-0.1089
"jpoul","csbml","SVN",-0.09075
"jpoul","csbml","SWE",-0.1089
"jpoul","csbml","SWZ",-0.01815
"jpoul","csbml","THA",-0.1089
"jpoul","csbml","TJK",-0.0363
"jpoul","csbml","TUN",-0.1452
"jpoul","csbml","TUR",-0.1452
"jpoul","csbml","TZA",-0.01815
"jpoul","csbml","UGA",-0.01815
"jpoul","csbml","UKP",-0.1089
"jpoul","csbml","UKR",-0.0363
"jpoul","csbml","URY",-0.1089
"jpoul","csbml","USA",-0.1089
"jpoul","csbml","UZB",-0.0363
"jpoul","csbml","VEN",-0.1089
"jpoul","csbml","YEM",-0.1452
"jpoul","csbml","ZAF",-0.01815
"jpoul","csbml","ZMB",-0.01815
"jpoul","csbml","ZWE",-0.01815
"jpoul","csfml","AFG",-0.0363
"jpoul","csfml","AGO",-0.01815
"jpoul","csfml","ALB",-0.09075
"jpoul","csfml","ARG",-0.1452
"jpoul","csfml","ARM",-0.0363
"jpoul","csfml","AUT",-0.1089
"jpoul","csfml","AZE",-0.0363
"jpoul","csfml","BGR",-0.09075
"jpoul","csfml","BLR",-0.0363
"jpoul","csfml","BLT",-0.0363
"jpoul","csfml","BLX",-0.1089
"jpoul","csfml","BOL",-0.1089
"jpoul","csfml","BRA",-0.1452
"jpoul","csfml","BWA",-0.01815
"jpoul","csfml","CAN",-0.01815
"jpoul","csfml","CHL",-0.1089
"jpoul","csfml","CHP",-0.1089
"jpoul","csfml","COL",-0.09075
"jpoul","csfml","CYP",-0.1452
"jpoul","csfml","CZE",-0.09075
"jpoul","csfml","DEU",-0.1089
"jpoul","csfml","DNK",-0.1089
"jpoul","csfml","DZA",-0.1452
"jpoul","csfml","EGY",-0.0726
"jpoul","csfml","FNP",-0.1089
"jpoul","csfml","FRP",-0.1089
"jpoul","csfml","GEO",-0.0363
"jpoul","csfml","GRC",-0.09075
"jpoul","csfml","HRV",-0.09075
"jpoul","csfml","HUN",-0.09075
"jpoul","csfml","IDN",-0.0363
"jpoul","csfml","IND",-0.1089
"jpoul","csfml","IRL",-0.1089
"jpoul","csfml","IRN",-0.1452
"jpoul","csfml","IRQ",-0.1452
"jpoul","csfml","ISR",-0.01815
"jpoul","csfml","ITP",-0.1089
"jpoul","csfml","JOR",-0.1452
"jpoul","csfml","JPN",-0.1452
"jpoul","csfml","KAZ",-0.0363
"jpoul","csfml","KEN",-0.01815
"jpoul","csfml","KGZ",-0.0363
"jpoul","csfml","LBN",-0.1452
"jpoul","csfml","MDA",-0.09075
"jpoul","csfml","MEX",-0.12705
"jpoul","csfml","MMR",-0.01815
"jpoul","csfml","MOR",-0.1452
"jpoul","csfml","MOZ",-0.01815
"jpoul","csfml","MWI",-0.01815
"jpoul","csfml","NAM",-0.01815
"jpoul","csfml","NLD",-0.1089
"jpoul","csfml","NOR",-0.1089
"jpoul","csfml","NZL",-0.01815
"jpoul","csfml","OBN",-0.09075
"jpoul","csfml","PAK",-0.1452
"jpoul","csfml","PER",-0.1089
"jpoul","csfml","POL",-0.09075
"jpoul","csfml","PRT",-0.1089
"jpoul","csfml","PRY",-0.1089
"jpoul","csfml","RAP",-0.1452
"jpoul","csfml","ROU",-0.09075
"jpoul","csfml","RUS",-0.0363
"jpoul","csfml","SEN",-0.01815
"jpoul","csfml","SPP",-0.1089
"jpoul","csfml","SVN",-0.09075
"jpoul","csfml","SWE",-0.1089
"jpoul","csfml","SWZ",-0.01815
"jpoul","csfml","THA",-0.1089
"jpoul","csfml","TUN",-0.1452
"jpoul","csfml","TUR",-0.1452
"jpoul","csfml","TZA",-0.01815
"jpoul","csfml","UGA",-0.01815
"jpoul","csfml","UKP",-0.1089
"jpoul","csfml","UKR",-0.0363
"jpoul","csfml","URY",-0.1089
"jpoul","csfml","USA",-0.1089
"jpoul","csfml","VEN",-0.1089
"jpoul","csfml","ZAF",-0.01815
"jpoul","csfml","ZMB",-0.01815
"jpoul","csfml","ZWE",-0.01815
"jpoul","cpkml","IDN",-0.04719
"jpoul","ctoml","AFG",-0.0363
"jpoul","ctoml","AGO",-0.01815
"jpoul","ctoml","ARG",-0.1452
"jpoul","ctoml","AUT",-0.1089
"jpoul","ctoml","AZE",-0.0363
"jpoul","ctoml","BEN",-0.01815
"jpoul","ctoml","BGD",-0.0363
"jpoul","ctoml","BGR",-0.09075
"jpoul","ctoml","BLR",-0.0363
"jpoul","ctoml","BLX",-0.1089
"jpoul","ctoml","BOL",-0.1089
"jpoul","ctoml","BRA",-0.1452
"jpoul","ctoml","BWA",-0.01815
"jpoul","ctoml","CAF",-0.01815
"jpoul","ctoml","CAN",-0.01815
"jpoul","ctoml","CHL",-0.1089
"jpoul","ctoml","CHP",-0.1089
"jpoul","ctoml","CIV",-0.01815
"jpoul","ctoml","CMR",-0.01815
"jpoul","ctoml","COL",-0.09075
"jpoul","ctoml","CRI",-0.1089
"jpoul","ctoml","CZE",-0.09075
"jpoul","ctoml","DEU",-0.1089
"jpoul","ctoml","DNK",-0.1089
"jpoul","ctoml","DOM",-0.1089
"jpoul","ctoml","ECU",-0.1089
"jpoul","ctoml","EGY",-0.0726
"jpoul","ctoml","FJI",-0.01815
"jpoul","ctoml","FRP",-0.1089
"jpoul","ctoml","GHA",-0.01815
"jpoul","ctoml","GNB",-0.01815
"jpoul","ctoml","GRC",-0.09075
"jpoul","ctoml","GTM",-0.1089
"jpoul","ctoml","HND",-0.1089
"jpoul","ctoml","HRV",-0.09075
"jpoul","ctoml","HUN",-0.09075
"jpoul","ctoml","IDN",-0.0363
"jpoul","ctoml","IND",-0.1089
"jpoul","ctoml","IRL",-0.1089
"jpoul","ctoml","IRN",-0.1452
"jpoul","ctoml","IRQ",-0.1452
"jpoul","ctoml","ISR",-0.01815
"jpoul","ctoml","ITP",-0.1089
"jpoul","ctoml","JAM",-0.01815
"jpoul","ctoml","JOR",-0.1452
"jpoul","ctoml","JPN",-0.1452
"jpoul","ctoml","KAZ",-0.0363
"jpoul","ctoml","KEN",-0.01815
"jpoul","ctoml","KGZ",-0.0363
"jpoul","ctoml","KHM",-0.01815
"jpoul","ctoml","KOR",-0.09075
"jpoul","ctoml","LAO",-0.01815
"jpoul","ctoml","LBN",-0.1452
"jpoul","ctoml","LKA",-0.0363
"jpoul","ctoml","MDA",-0.09075
"jpoul","ctoml","MDG",-0.01815
"jpoul","ctoml","MEX",-0.12705
"jpoul","ctoml","MMR",-0.01815
"jpoul","ctoml","MOR",-0.1452
"jpoul","ctoml","MOZ",-0.01815
"jpoul","ctoml","MWI",-0.01815
"jpoul","ctoml","MYS",-0.0726
"jpoul","ctoml","NAM",-0.01815
"jpoul","ctoml","NLD",-0.1089
"jpoul","ctoml","NOR",-0.1089
"jpoul","ctoml","NPL",-0.0363
"jpoul","ctoml","NZL",-0.01815
"jpoul","ctoml","OAO",-0.01815
"jpoul","ctoml","OBN",-0.09075
"jpoul","ctoml","OPO",-0.01815
"jpoul","ctoml","PAK",-0.1452
"jpoul","ctoml","PER",-0.1089
"jpoul","ctoml","PHL",-0.1089
"jpoul","ctoml","POL",-0.09075
"jpoul","ctoml","PRK",-0.01815
"jpoul","ctoml","PRT",-0.1089
"jpoul","ctoml","PRY",-0.1089
"jpoul","ctoml","RAP",-0.1452
"jpoul","ctoml","ROU",-0.09075
"jpoul","ctoml","RUS",-0.0363
"jpoul","ctoml","RWA",-0.01815
"jpoul","ctoml","SAU",-0.1452
"jpoul","ctoml","SEN",-0.01815
"jpoul","ctoml","SLB",-0.01815
"jpoul","ctoml","SPP",-0.1089
"jpoul","ctoml","SVN",-0.09075
"jpoul","ctoml","SWE",-0.1089
"jpoul","ctoml","SWZ",-0.01815
"jpoul","ctoml","TGO",-0.01815
"jpoul","ctoml","THA",-0.1089
"jpoul","ctoml","TJK",-0.0363
"jpoul","ctoml","TKM",-0.0363
"jpoul","ctoml","TUN",-0.1452
"jpoul","ctoml","TUR",-0.1452
"jpoul","ctoml","TZA",-0.01815
"jpoul","ctoml","UGA",-0.01815
"jpoul","ctoml","UKP",-0.1089
"jpoul","ctoml","UKR",-0.0363
"jpoul","ctoml","URY",-0.1089
"jpoul","ctoml","USA",-0.1089
"jpoul","ctoml","UZB",-0.0363
"jpoul","ctoml","VEN",-0.1089
"jpoul","ctoml","VNM",-0.01815
"jpoul","ctoml","VUT",-0.01815
"jpoul","ctoml","YEM",-0.1452
"jpoul","ctoml","ZAF",-0.01815
"jpoul","ctoml","ZMB",-0.01815
"jpoul","ctoml","ZWE",-0.01815
"jeggs","cbarl","AFG",-0.0242
"jeggs","cbarl","ALB",-0.0242
"jeggs","cbarl","ARG",-0.0363
"jeggs","cbarl","ARM",-0.0363
"jeggs","cbarl","AUS",-0.0726
"jeggs","cbarl","AUT",-0.0484
"jeggs","cbarl","AZE",-0.0363
"jeggs","cbarl","BGD",-0.0242
"jeggs","cbarl","BLR",-0.0363
"jeggs","cbarl","BLT",-0.0363
"jeggs","cbarl","BLX",-0.0484
"jeggs","cbarl","CAN",-0.0242
"jeggs","cbarl","CHM",-0.0242
"jeggs","cbarl","CHP",-0.0484
"jeggs","cbarl","COG",-0.0242
"jeggs","cbarl","CRB",-0.0242
"jeggs","cbarl","DEU",-0.0484
"jeggs","cbarl","DNK",-0.0484
"jeggs","cbarl","DZA",-0.0968
"jeggs","cbarl","EGY",-0.0121
"jeggs","cbarl","ERI",-0.0242
"jeggs","cbarl","ETH",-0.0242
"jeggs","cbarl","FNP",-0.0484
"jeggs","cbarl","GEO",-0.0363
"jeggs","cbarl","IRN",-0.0968
"jeggs","cbarl","IRQ",-0.0968
"jeggs","cbarl","ISL",-0.0484
"jeggs","cbarl","ISR",-0.0242
"jeggs","cbarl","ITP",-0.0484
"jeggs","cbarl","JOR",-0.0968
"jeggs","cbarl","JPN",-0.0363
"jeggs","cbarl","KAZ",-0.0363
"jeggs","cbarl","KGZ",-0.0363
"jeggs","cbarl","KHM",-0.0242
"jeggs","cbarl","KOR",-0.0121
"jeggs","cbarl","LAO",-0.0242
"jeggs","cbarl","LBN",-0.0968
"jeggs","cbarl","LBY",-0.0968
"jeggs","cbarl","MDA",-0.0242
"jeggs","cbarl","MEX",-0.0363
"jeggs","cbarl","MMR",-0.0242
"jeggs","cbarl","MNG",-0.0121
"jeggs","cbarl","MOR",-0.0968
"jeggs","cbarl","NGA",-0.0242
"jeggs","cbarl","NOR",-0.0484
"jeggs","cbarl","NPL",-0.0242
"jeggs","cbarl","NZL",-0.0242
"jeggs","cbarl","OBN",-0.0242
"jeggs","cbarl","OPO",-0.0242
"jeggs","cbarl","PAK",-0.0847
"jeggs","cbarl","PHL",-0.0242
"jeggs","cbarl","PRK",-0.0121
"jeggs","cbarl","PRT",-0.0484
"jeggs","cbarl","PSE",-0.0242
"jeggs","cbarl","RAP",-0.0968
"jeggs","cbarl","RUS",-0.0363
"jeggs","cbarl","SAU",-0.0968
"jeggs","cbarl","SPP",-0.0484
"jeggs","cbarl","SWE",-0.0484
"jeggs","cbarl","SYR",-0.0968
"jeggs","cbarl","TJK",-0.0363
"jeggs","cbarl","TKM",-0.0363
"jeggs","cbarl","TUN",-0.0968
"jeggs","cbarl","TUR",-0.0968
"jeggs","cbarl","UKP",-0.0484
"jeggs","cbarl","UKR",-0.0363
"jeggs","cbarl","USA",-0.0121
"jeggs","cbarl","UZB",-0.0363
"jeggs","cbarl","VNM",-0.0242
"jeggs","cbarl","ZAF",-0.0242
"jeggs","cbarl","ZWE",-0.0242
"jeggs","cmaiz","AFG",-0.0605
"jeggs","cmaiz","AGO",-0.0726
"jeggs","cmaiz","ALB",-0.0363
"jeggs","cmaiz","ARG",-0.0605
"jeggs","cmaiz","ARM",-0.0121
"jeggs","cmaiz","AUT",-0.0242
"jeggs","cmaiz","AZE",-0.0121
"jeggs","cmaiz","BDI",-0.0726
"jeggs","cmaiz","BEN",-0.0605
"jeggs","cmaiz","BFA",-0.0847
"jeggs","cmaiz","BGD",-0.0605
"jeggs","cmaiz","BLR",-0.0121
"jeggs","cmaiz","BLT",-0.0121
"jeggs","cmaiz","BLX",-0.0242
"jeggs","cmaiz","BLZ",-0.0363
"jeggs","cmaiz","BOL",-0.0363
"jeggs","cmaiz","BRA",-0.0968
"jeggs","cmaiz","BTN",-0.0605
"jeggs","cmaiz","BWA",-0.0726
"jeggs","cmaiz","CAF",-0.0605
"jeggs","cmaiz","CAN",-0.0363
"jeggs","cmaiz","CHL",-0.0363
"jeggs","cmaiz","CHM",-0.0605
"jeggs","cmaiz","CHP",-0.0242
"jeggs","cmaiz","CIV",-0.0605
"jeggs","cmaiz","CMR",-0.0605
"jeggs","cmaiz","COD",-0.0605
"jeggs","cmaiz","COG",-0.0605
"jeggs","cmaiz","COL",-0.0363
"jeggs","cmaiz","CRB",-0.0605
"jeggs","cmaiz","CRI",-0.0363
"jeggs","cmaiz","CUB",-0.0363
"jeggs","cmaiz","DEU",-0.0242
"jeggs","cmaiz","DNK",-0.0242
"jeggs","cmaiz","DOM",-0.0363
"jeggs","cmaiz","DZA",-0.0484
"jeggs","cmaiz","ECU",-0.0363
"jeggs","cmaiz","EGY",-0.0847
"jeggs","cmaiz","ERI",-0.0847
"jeggs","cmaiz","ETH",-0.0847
"jeggs","cmaiz","FJI",-0.0605
"jeggs","cmaiz","FNP",-0.0242
"jeggs","cmaiz","GAB",-0.0605
"jeggs","cmaiz","GEO",-0.0121
"jeggs","cmaiz","GHA",-0.0605
"jeggs","cmaiz","GIN",-0.0605
"jeggs","cmaiz","GNB",-0.0605
"jeggs","cmaiz","GSA",-0.0363
"jeggs","cmaiz","GTM",-0.0363
"jeggs","cmaiz","HND",-0.0363
"jeggs","cmaiz","HTI",-0.0363
"jeggs","cmaiz","IDN",-0.0605
"jeggs","cmaiz","IRN",-0.0484
"jeggs","cmaiz","IRQ",-0.0484
"jeggs","cmaiz","ISL",-0.0242
"jeggs","cmaiz","ISR",-0.0363
"jeggs","cmaiz","ITP",-0.0242
"jeggs","cmaiz","JAM",-0.0605
"jeggs","cmaiz","JOR",-0.0484
"jeggs","cmaiz","JPN",-0.0726
"jeggs","cmaiz","KAZ",-0.0121
"jeggs","cmaiz","KEN",-0.0726
"jeggs","cmaiz","KGZ",-0.0121
"jeggs","cmaiz","KHM",-0.0605
"jeggs","cmaiz","KOR",-0.0605
"jeggs","cmaiz","LAO",-0.0605
"jeggs","cmaiz","LBN",-0.0484
"jeggs","cmaiz","LBR",-0.0605
"jeggs","cmaiz","LBY",-0.0484
"jeggs","cmaiz","LKA",-0.0605
"jeggs","cmaiz","LSO",-0.0726
"jeggs","cmaiz","MDA",-0.0363
"jeggs","cmaiz","MDG",-0.0726
"jeggs","cmaiz","MLI",-0.0847
"jeggs","cmaiz","MMR",-0.0605
"jeggs","cmaiz","MNG",-0.0726
"jeggs","cmaiz","MOR",-0.0484
"jeggs","cmaiz","MOZ",-0.0726
"jeggs","cmaiz","MRT",-0.0847
"jeggs","cmaiz","MWI",-0.0726
"jeggs","cmaiz","MYS",-0.0605
"jeggs","cmaiz","NAM",-0.0726
"jeggs","cmaiz","NER",-0.0847
"jeggs","cmaiz","NGA",-0.0605
"jeggs","cmaiz","NIC",-0.0363
"jeggs","cmaiz","NOR",-0.0242
"jeggs","cmaiz","NPL",-0.0605
"jeggs","cmaiz","NZL",-0.0363
"jeggs","cmaiz","OAO",-0.0605
"jeggs","cmaiz","OBN",-0.0363
"jeggs","cmaiz","OIO",-0.0605
"jeggs","cmaiz","OPO",-0.0605
"jeggs","cmaiz","PAK",-0.0242
"jeggs","cmaiz","PAN",-0.0363
"jeggs","cmaiz","PER",-0.0363
"jeggs","cmaiz","PHL",-0.0605
"jeggs","cmaiz","PNG",-0.0605
"jeggs","cmaiz","PRK",-0.0726
"jeggs","cmaiz","PRT",-0.0242
"jeggs","cmaiz","PRY",-0.0363
"jeggs","cmaiz","RAP",-0.0484
"jeggs","cmaiz","RUS",-0.0121
"jeggs","cmaiz","RWA",-0.0726
"jeggs","cmaiz","SAU",-0.0484
"jeggs","cmaiz","SDN",-0.0847
"jeggs","cmaiz","SEN",-0.0605
"jeggs","cmaiz","SLE",-0.0605
"jeggs","cmaiz","SLV",-0.0363
"jeggs","cmaiz","SOM",-0.0847
"jeggs","cmaiz","SPP",-0.0242
"jeggs","cmaiz","SWE",-0.0242
"jeggs","cmaiz","SWZ",-0.0726
"jeggs","cmaiz","SYR",-0.0484
"jeggs","cmaiz","TCD",-0.0847
"jeggs","cmaiz","TGO",-0.0605
"jeggs","cmaiz","THA",-0.0605
"jeggs","cmaiz","TJK",-0.0121
"jeggs","cmaiz","TKM",-0.0121
"jeggs","cmaiz","TLS",-0.0605
"jeggs","cmaiz","TUN",-0.0484
"jeggs","cmaiz","TUR",-0.0484
"jeggs","cmaiz","TZA",-0.0726
"jeggs","cmaiz","UGA",-0.0726
"jeggs","cmaiz","UKP",-0.0242
"jeggs","cmaiz","UKR",-0.0121
"jeggs","cmaiz","URY",-0.0363
"jeggs","cmaiz","USA",-0.0363
"jeggs","cmaiz","UZB",-0.0121
"jeggs","cmaiz","VEN",-0.0363
"jeggs","cmaiz","VNM",-0.0605
"jeggs","cmaiz","VUT",-0.0605
"jeggs","cmaiz","YEM",-0.0484
"jeggs","cmaiz","ZAF",-0.0363
"jeggs","cmaiz","ZMB",-0.0726
"jeggs","cmaiz","ZWE",-0.0726
"jeggs","cwhea","ALB",-0.0242
"jeggs","cwhea","ARM",-0.0363
"jeggs","cwhea","AUT",-0.0363
"jeggs","cwhea","AZE",-0.0363
"jeggs","cwhea","BLR",-0.0363
"jeggs","cwhea","BLT",-0.0363
"jeggs","cwhea","BLX",-0.0363
"jeggs","cwhea","CAN",-0.0605
"jeggs","cwhea","CHM",-0.0242
"jeggs","cwhea","CHP",-0.0363
"jeggs","cwhea","DEU",-0.0363
"jeggs","cwhea","DNK",-0.0363
"jeggs","cwhea","DZA",-0.0242
"jeggs","cwhea","FNP",-0.0363
"jeggs","cwhea","GEO",-0.0363
"jeggs","cwhea","IRN",-0.0242
"jeggs","cwhea","IRQ",-0.0242
"jeggs","cwhea","ISL",-0.0363
"jeggs","cwhea","ISR",-0.0605
"jeggs","cwhea","ITP",-0.0363
"jeggs","cwhea","JOR",-0.0242
"jeggs","cwhea","KAZ",-0.0363
"jeggs","cwhea","KGZ",-0.0363
"jeggs","cwhea","KOR",-0.0363
"jeggs","cwhea","LBN",-0.0242
"jeggs","cwhea","LBY",-0.0242
"jeggs","cwhea","MDA",-0.0242
"jeggs","cwhea","MNG",-0.0363
"jeggs","cwhea","MOR",-0.0242
"jeggs","cwhea","NOR",-0.0363
"jeggs","cwhea","NZL",-0.0605
"jeggs","cwhea","OBN",-0.0242
"jeggs","cwhea","PAK",-0.0121
"jeggs","cwhea","PRK",-0.0363
"jeggs","cwhea","PRT",-0.0363
"jeggs","cwhea","RAP",-0.0242
"jeggs","cwhea","RUS",-0.0363
"jeggs","cwhea","SAU",-0.0242
"jeggs","cwhea","SPP",-0.0363
"jeggs","cwhea","SWE",-0.0363
"jeggs","cwhea","SYR",-0.0242
"jeggs","cwhea","TJK",-0.0363
"jeggs","cwhea","TKM",-0.0363
"jeggs","cwhea","TUN",-0.0242
"jeggs","cwhea","TUR",-0.0242
"jeggs","cwhea","UKP",-0.0363
"jeggs","cwhea","UKR",-0.0363
"jeggs","cwhea","UZB",-0.0363
"jeggs","cwhea","YEM",-0.0242
"jeggs","cwhea","ZAF",-0.0605
"jeggs","cocer","AFG",-0.0242
"jeggs","cocer","AGO",-0.0242
"jeggs","cocer","ALB",-0.0242
"jeggs","cocer","ARG",-0.0363
"jeggs","cocer","ARM",-0.0363
"jeggs","cocer","AUS",-0.0726
"jeggs","cocer","AUT",-0.0484
"jeggs","cocer","AZE",-0.0363
"jeggs","cocer","BDI",-0.0242
"jeggs","cocer","BFA",-0.0242
"jeggs","cocer","BGD",-0.0242
"jeggs","cocer","BLR",-0.0363
"jeggs","cocer","BLT",-0.0363
"jeggs","cocer","BLX",-0.0484
"jeggs","cocer","BWA",-0.0242
"jeggs","cocer","CAN",-0.0242
"jeggs","cocer","CHM",-0.0242
"jeggs","cocer","CHP",-0.0484
"jeggs","cocer","CIV",-0.0242
"jeggs","cocer","COD",-0.0242
"jeggs","cocer","COG",-0.0242
"jeggs","cocer","CRB",-0.0242
"jeggs","cocer","DEU",-0.0484
"jeggs","cocer","DNK",-0.0484
"jeggs","cocer","DZA",-0.0968
"jeggs","cocer","EGY",-0.0121
"jeggs","cocer","ERI",-0.0242
"jeggs","cocer","ETH",-0.0242
"jeggs","cocer","FNP",-0.0484
"jeggs","cocer","GEO",-0.0363
"jeggs","cocer","GHA",-0.0242
"jeggs","cocer","GIN",-0.0242
"jeggs","cocer","IDN",-0.0242
"jeggs","cocer","IRQ",-0.0968
"jeggs","cocer","ISL",-0.0484
"jeggs","cocer","ISR",-0.0242
"jeggs","cocer","ITP",-0.0484
"jeggs","cocer","JOR",-0.0968
"jeggs","cocer","JPN",-0.0363
"jeggs","cocer","KAZ",-0.0363
"jeggs","cocer","KEN",-0.0242
"jeggs","cocer","KGZ",-0.0363
"jeggs","cocer","KHM",-0.0242
"jeggs","cocer","KOR",-0.0121
"jeggs","cocer","LAO",-0.0242
"jeggs","cocer","LBN",-0.0968
"jeggs","cocer","LBY",-0.0968
"jeggs","cocer","LSO",-0.0242
"jeggs","cocer","MDA",-0.0242
"jeggs","cocer","MEX",-0.0363
"jeggs","cocer","MLI",-0.0242
"jeggs","cocer","MMR",-0.0242
"jeggs","cocer","MNG",-0.0121
"jeggs","cocer","MOR",-0.0968
"jeggs","cocer","MRT",-0.0242
"jeggs","cocer","MWI",-0.0242
"jeggs","cocer","MYS",-0.0242
"jeggs","cocer","NER",-0.0242
"jeggs","cocer","NGA",-0.0242
"jeggs","cocer","NOR",-0.0484
"jeggs","cocer","NPL",-0.0242
"jeggs","cocer","NZL",-0.0242
"jeggs","cocer","OBN",-0.0242
"jeggs","cocer","OPO",-0.0242
"jeggs","cocer","PAK",-0.0847
"jeggs","cocer","PHL",-0.0242
"jeggs","cocer","PNG",-0.0242
"jeggs","cocer","PRK",-0.0121
"jeggs","cocer","PRT",-0.0484
"jeggs","cocer","PSE",-0.0242
"jeggs","cocer","RAP",-0.0968
"jeggs","cocer","RUS",-0.0363
"jeggs","cocer","RWA",-0.0242
"jeggs","cocer","SAU",-0.0968
"jeggs","cocer","SEN",-0.0242
"jeggs","cocer","SOM",-0.0242
"jeggs","cocer","SPP",-0.0484
"jeggs","cocer","SWE",-0.0484
"jeggs","cocer","SYR",-0.0968
"jeggs","cocer","TCD",-0.0242
"jeggs","cocer","THA",-0.0242
"jeggs","cocer","TJK",-0.0363
"jeggs","cocer","TKM",-0.0363
"jeggs","cocer","TUN",-0.0968
"jeggs","cocer","TUR",-0.0968
"jeggs","cocer","TZA",-0.0242
"jeggs","cocer","UGA",-0.0242
"jeggs","cocer","UKP",-0.0484
"jeggs","cocer","UKR",-0.0363
"jeggs","cocer","USA",-0.0121
"jeggs","cocer","UZB",-0.0363
"jeggs","cocer","VNM",-0.0242
"jeggs","cocer","YEM",-0.0968
"jeggs","cocer","ZAF",-0.0242
"jeggs","cocer","ZWE",-0.0242
"jeggs","cgdml","ARG",-0.01815
"jeggs","cgdml","AUS",-0.01815
"jeggs","cgdml","BLX",-0.1452
"jeggs","cgdml","BRA",-0.05445
"jeggs","cgdml","CAN",-0.01815
"jeggs","cgdml","CHL",-0.05445
"jeggs","cgdml","CHP",-0.1452
"jeggs","cgdml","DEU",-0.1452
"jeggs","cgdml","DOM",-0.05445
"jeggs","cgdml","DZA",-0.1089
"jeggs","cgdml","EGY",-0.12705
"jeggs","cgdml","GTM",-0.05445
"jeggs","cgdml","HND",-0.05445
"jeggs","cgdml","IND",-0.09075
"jeggs","cgdml","IRQ",-0.1089
"jeggs","cgdml","ITP",-0.1452
"jeggs","cgdml","LBN",-0.1089
"jeggs","cgdml","MEX",-0.0363
"jeggs","cgdml","MOR",-0.1089
"jeggs","cgdml","NIC",-0.05445
"jeggs","cgdml","NOR",-0.1452
"jeggs","cgdml","PAK",-0.0726
"jeggs","cgdml","PRT",-0.1452
"jeggs","cgdml","SAU",-0.1089
"jeggs","cgdml","SLV",-0.05445
"jeggs","cgdml","USA",-0.05445
"jeggs","cgdml","VEN",-0.05445
"jeggs","cgdml","ZAF",-0.01815
"jeggs","crpml","ARG",-0.01815
"jeggs","crpml","AUS",-0.01815
"jeggs","crpml","AUT",-0.1452
"jeggs","crpml","BLX",-0.1452
"jeggs","crpml","BRA",-0.05445
"jeggs","crpml","CAN",-0.01815
"jeggs","crpml","CHL",-0.05445
"jeggs","crpml","CHP",-0.1452
"jeggs","crpml","DEU",-0.1452
"jeggs","crpml","DNK",-0.1452
"jeggs","crpml","DZA",-0.1089
"jeggs","crpml","EGY",-0.12705
"jeggs","crpml","FNP",-0.1452
"jeggs","crpml","IND",-0.09075
"jeggs","crpml","IRN",-0.1089
"jeggs","crpml","ISR",-0.01815
"jeggs","crpml","ITP",-0.1452
"jeggs","crpml","JPN",-0.0726
"jeggs","crpml","KOR",-0.0726
"jeggs","crpml","MDA",-0.01815
"jeggs","crpml","MEX",-0.0363
"jeggs","crpml","MOR",-0.1089
"jeggs","crpml","NOR",-0.1452
"jeggs","crpml","NZL",-0.01815
"jeggs","crpml","OBN",-0.01815
"jeggs","crpml","PAK",-0.0726
"jeggs","crpml","PRT",-0.1452
"jeggs","crpml","PRY",-0.05445
"jeggs","crpml","RAP",-0.1089
"jeggs","crpml","SPP",-0.1452
"jeggs","crpml","SWE",-0.1452
"jeggs","crpml","TUR",-0.1089
"jeggs","crpml","UKP",-0.1452
"jeggs","crpml","URY",-0.05445
"jeggs","crpml","USA",-0.05445
"jeggs","crpml","ZAF",-0.01815
"jeggs","csbml","ALB",-0.01815
"jeggs","csbml","ARG",-0.01815
"jeggs","csbml","AUS",-0.01815
"jeggs","csbml","AUT",-0.1452
"jeggs","csbml","BLX",-0.1452
"jeggs","csbml","BLZ",-0.05445
