"J","J_1","CTY","Val"
"OFrshD","Carp","GEO",0.48
"OFrshD","Carp","GRC",0.56
"OFrshD","Carp","GTM",0.6
"OFrshD","Carp","HRV",0.56
"OFrshD","Carp","HTI",0.6
"OFrshD","Carp","HUN",0.56
"OFrshD","Carp","IDN",0.8
"OFrshD","Carp","IND",0.8
"OFrshD","Carp","ISR",0.8
"OFrshD","Carp","JPN",1
"OFrshD","Carp","KHM",0.48
"OFrshD","Carp","KOR",0.8
"OFrshD","Carp","LAO",0.48
"OFrshD","Carp","MDA",0.56
"OFrshD","Carp","MEX",0.6
"OFrshD","Carp","MYS",0.8
"OFrshD","Carp","OBN",0.56
"OFrshD","Carp","OPO",0.6
"OFrshD","Carp","PAK",0.6
"OFrshD","Carp","PAN",0.6
"OFrshD","Carp","PER",0.6
"OFrshD","Carp","PHL",0.6
"OFrshD","Carp","POL",0.56
"OFrshD","Carp","PRY",0.6
"OFrshD","Carp","ROU",0.56
"OFrshD","Carp","RUS",0.48
"OFrshD","Carp","SPP",0.8
"OFrshD","Carp","SVK",0.56
"OFrshD","Carp","SVN",0.56
"OFrshD","Carp","SWE",0.8
"OFrshD","Carp","THA",0.6
"OFrshD","Carp","TUN",0.6
"OFrshD","Carp","UKR",0.48
"OFrshD","Carp","USA",1
"OFrshD","Carp","VNM",0.6
"OFrshD","Carp","ZAF",0.8
"OFrshD","OFrshD","AFG",2.8
"OFrshD","OFrshD","AGO",2.8
"OFrshD","OFrshD","ALB",1.4
"OFrshD","OFrshD","ARG",1.5
"OFrshD","OFrshD","ARM",1.2
"OFrshD","OFrshD","AUS",2.5
"OFrshD","OFrshD","AUT",2
"OFrshD","OFrshD","AZE",1.2
"OFrshD","OFrshD","BDI",2.8
"OFrshD","OFrshD","BEN",2.8
"OFrshD","OFrshD","BFA",2.8
"OFrshD","OFrshD","BGD",2.8
"OFrshD","OFrshD","BGR",1.4
"OFrshD","OFrshD","BLR",1.2
"OFrshD","OFrshD","BLT",1.2
"OFrshD","OFrshD","BLX",2.8
"OFrshD","OFrshD","BOL",1.5
"OFrshD","OFrshD","BRA",1.5
"OFrshD","OFrshD","BTN",2.8
"OFrshD","OFrshD","BWA",2.8
"OFrshD","OFrshD","CAF",2.8
"OFrshD","OFrshD","CAN",2
"OFrshD","OFrshD","CHM",2.025
"OFrshD","OFrshD","CHP",2
"OFrshD","OFrshD","CIV",2.8
"OFrshD","OFrshD","CMR",2.8
"OFrshD","OFrshD","COD",2.8
"OFrshD","OFrshD","COG",2.8
"OFrshD","OFrshD","COL",1.5
"OFrshD","OFrshD","CRB",1.5
"OFrshD","OFrshD","CRI",1.5
"OFrshD","OFrshD","CUB",1.5
"OFrshD","OFrshD","CYP",2.8
"OFrshD","OFrshD","CZE",1.4
"OFrshD","OFrshD","DEU",2
"OFrshD","OFrshD","DNK",2
"OFrshD","OFrshD","DOM",1.5
"OFrshD","OFrshD","DZA",1.5
"OFrshD","OFrshD","ECU",1.5
"OFrshD","OFrshD","EGY",2.8
"OFrshD","OFrshD","ETH",1.4
"OFrshD","OFrshD","FJI",1.5
"OFrshD","OFrshD","FNP",2
"OFrshD","OFrshD","FRP",2.8
"OFrshD","OFrshD","GAB",1.4
"OFrshD","OFrshD","GEO",1.2
"OFrshD","OFrshD","GHA",1.4
"OFrshD","OFrshD","GIN",2.8
"OFrshD","OFrshD","GMB",2.8
"OFrshD","OFrshD","GNB",2.8
"OFrshD","OFrshD","GNQ",2.8
"OFrshD","OFrshD","GRC",1.4
"OFrshD","OFrshD","GSA",1.5
"OFrshD","OFrshD","GTM",1.5
"OFrshD","OFrshD","HND",1.5
"OFrshD","OFrshD","HRV",1.4
"OFrshD","OFrshD","HTI",1.5
"OFrshD","OFrshD","HUN",1.4
"OFrshD","OFrshD","IDN",2.8
"OFrshD","OFrshD","IND",2.8
"OFrshD","OFrshD","IRN",2.8
"OFrshD","OFrshD","IRQ",2.8
"OFrshD","OFrshD","ISR",2
"OFrshD","OFrshD","ITP",2.8
"OFrshD","OFrshD","JAM",1.5
"OFrshD","OFrshD","JOR",2.8
"OFrshD","OFrshD","JPN",2.5
"OFrshD","OFrshD","KAZ",2.8
"OFrshD","OFrshD","KEN",2.8
"OFrshD","OFrshD","KGZ",2.8
"OFrshD","OFrshD","KHM",1.2
"OFrshD","OFrshD","KOR",2
"OFrshD","OFrshD","LAO",1.2
"OFrshD","OFrshD","LBN",2.8
"OFrshD","OFrshD","LBR",2.8
"OFrshD","OFrshD","LKA",2.8
"OFrshD","OFrshD","LSO",2.8
"OFrshD","OFrshD","MDA",1.4
"OFrshD","OFrshD","MDG",2.8
"OFrshD","OFrshD","MEX",1.5
"OFrshD","OFrshD","MLI",2.8
"OFrshD","OFrshD","MMR",2.8
"OFrshD","OFrshD","MNG",2.8
"OFrshD","OFrshD","MOR",1.5
"OFrshD","OFrshD","MOZ",2.8
"OFrshD","OFrshD","MRT",2.8
"OFrshD","OFrshD","MWI",2.8
"OFrshD","OFrshD","MYS",2
"OFrshD","OFrshD","NAM",1.4
"OFrshD","OFrshD","NER",2.8
"OFrshD","OFrshD","NGA",1.4
"OFrshD","OFrshD","NIC",1.5
"OFrshD","OFrshD","NLD",2.8
"OFrshD","OFrshD","NPL",2.8
"OFrshD","OFrshD","NZL",2.8
"OFrshD","OFrshD","OBN",1.4
"OFrshD","OFrshD","OPO",1.5
"OFrshD","OFrshD","OSA",2.8
"OFrshD","OFrshD","PAK",1.5
"OFrshD","OFrshD","PAN",1.5
"OFrshD","OFrshD","PER",1.5
"OFrshD","OFrshD","PHL",1.5
"OFrshD","OFrshD","PNG",2.8
"OFrshD","OFrshD","POL",1.4
"OFrshD","OFrshD","PRK",1.5
"OFrshD","OFrshD","PRT",2
"OFrshD","OFrshD","PRY",1.5
"OFrshD","OFrshD","PSE",2.8
"OFrshD","OFrshD","RAP",2.8
"OFrshD","OFrshD","ROU",1.4
"OFrshD","OFrshD","RUS",1.2
"OFrshD","OFrshD","RWA",2.8
"OFrshD","OFrshD","SAU",2.8
"OFrshD","OFrshD","SDN",2.8
"OFrshD","OFrshD","SEN",2.8
"OFrshD","OFrshD","SLE",2.8
"OFrshD","OFrshD","SLV",1.5
"OFrshD","OFrshD","SOM",2.8
"OFrshD","OFrshD","SPP",2
"OFrshD","OFrshD","SVK",1.4
"OFrshD","OFrshD","SVN",1.4
"OFrshD","OFrshD","SWE",2
"OFrshD","OFrshD","SWZ",2.8
"OFrshD","OFrshD","SYR",2.8
"OFrshD","OFrshD","TCD",2.8
"OFrshD","OFrshD","TGO",2.8
"OFrshD","OFrshD","THA",1.5
"OFrshD","OFrshD","TJK",2.8
"OFrshD","OFrshD","TKM",2.8
"OFrshD","OFrshD","TUN",1.5
"OFrshD","OFrshD","TUR",2.8
"OFrshD","OFrshD","TZA",2.8
"OFrshD","OFrshD","UGA",2.8
"OFrshD","OFrshD","UKP",2.8
"OFrshD","OFrshD","UKR",1.2
"OFrshD","OFrshD","URY",2.8
"OFrshD","OFrshD","USA",2.5
"OFrshD","OFrshD","UZB",2.8
"OFrshD","OFrshD","VEN",1.5
"OFrshD","OFrshD","VNM",2.8
"OFrshD","OFrshD","VUT",1.5
"OFrshD","OFrshD","ZAF",2
"OFrshD","OFrshD","ZMB",2.8
"OFrshD","OFrshD","ZWE",2.8
"OFrshD","OCarp","ALB",0.56
"OFrshD","OCarp","ARG",0.6
"OFrshD","OCarp","ARM",0.48
"OFrshD","OCarp","AUT",0.8
"OFrshD","OCarp","AZE",0.48
"OFrshD","OCarp","BGD",0.8
"OFrshD","OCarp","BGR",0.56
"OFrshD","OCarp","BLR",0.48
"OFrshD","OCarp","BLT",0.48
"OFrshD","OCarp","CHM",0.9
"OFrshD","OCarp","CUB",0.6
"OFrshD","OCarp","CZE",0.56
"OFrshD","OCarp","DEU",0.8
"OFrshD","OCarp","DZA",0.6
"OFrshD","OCarp","GEO",0.48
"OFrshD","OCarp","HRV",0.56
"OFrshD","OCarp","HUN",0.56
"OFrshD","OCarp","IDN",0.8
"OFrshD","OCarp","IND",0.8
"OFrshD","OCarp","ISR",0.8
"OFrshD","OCarp","KHM",0.48
"OFrshD","OCarp","LAO",0.48
"OFrshD","OCarp","MDA",0.56
"OFrshD","OCarp","MYS",0.8
"OFrshD","OCarp","OBN",0.56
"OFrshD","OCarp","PAK",0.6
"OFrshD","OCarp","PHL",0.6
"OFrshD","OCarp","POL",0.56
"OFrshD","OCarp","ROU",0.56
"OFrshD","OCarp","RUS",0.48
"OFrshD","OCarp","SVK",0.56
"OFrshD","OCarp","SVN",0.56
"OFrshD","OCarp","THA",0.6
"OFrshD","OCarp","UKR",0.48
"OFrshD","OCarp","USA",1
"OCarp","OCarp","ALB",1.4
"OCarp","OCarp","ARG",2.8
"OCarp","OCarp","ARM",1.2
"OCarp","OCarp","AUT",2
"OCarp","OCarp","AZE",1.2
"OCarp","OCarp","BGD",2.8
"OCarp","OCarp","BGR",1.4
"OCarp","OCarp","BLR",1.2
"OCarp","OCarp","BLT",1.2
"OCarp","OCarp","BTN",2.8
"OCarp","OCarp","CHM",2.8
"OCarp","OCarp","CUB",1.5
"OCarp","OCarp","CZE",1.4
"OCarp","OCarp","DEU",2.8
"OCarp","OCarp","DZA",1.5
"OCarp","OCarp","EGY",1.5
"OCarp","OCarp","FRP",2.8
"OCarp","OCarp","GEO",1.2
"OCarp","OCarp","HRV",1.4
"OCarp","OCarp","HUN",1.4
"OCarp","OCarp","IDN",2.8
"OCarp","OCarp","IND",2.8
"OCarp","OCarp","IRN",1.5
"OCarp","OCarp","IRQ",2.8
"OCarp","OCarp","ISR",2
"OCarp","OCarp","ITP",2.8
"OCarp","OCarp","KAZ",1.1
"OCarp","OCarp","KGZ",1.1
"OCarp","OCarp","KHM",1.2
"OCarp","OCarp","LAO",1.2
"OCarp","OCarp","LKA",2.8
"OCarp","OCarp","MDA",1.4
"OCarp","OCarp","MMR",2.8
"OCarp","OCarp","MYS",2
"OCarp","OCarp","NPL",2.8
"OCarp","OCarp","OBN",1.4
"OCarp","OCarp","OSA",2.8
"OCarp","OCarp","PAK",2.8
"OCarp","OCarp","PHL",2.8
"OCarp","OCarp","POL",2.8
"OCarp","OCarp","ROU",1.4
"OCarp","OCarp","RUS",1.2
"OCarp","OCarp","SVK",1.4
"OCarp","OCarp","SVN",1.4
"OCarp","OCarp","SYR",2.8
"OCarp","OCarp","THA",1.5
"OCarp","OCarp","TJK",1.1
"OCarp","OCarp","TKM",1.1
"OCarp","OCarp","UKR",1.2
"OCarp","OCarp","USA",2.5
"OCarp","OCarp","UZB",1.1
"OPelag","OPelag","AGO",2.8
"OPelag","OPelag","ALB",2.8
"OPelag","OPelag","ARG",2.8
"OPelag","OPelag","AUS",2.8
"OPelag","OPelag","BEN",2.8
"OPelag","OPelag","BGD",2.8
"OPelag","OPelag","BGR",2.8
"OPelag","OPelag","BLT",2.8
"OPelag","OPelag","BLX",2.8
"OPelag","OPelag","BLZ",2.8
"OPelag","OPelag","BRA",2.8
"OPelag","OPelag","CAN",2.8
"OPelag","OPelag","CHL",2.8
"OPelag","OPelag","CHM",0.2
"OPelag","OPelag","CIV",2.8
"OPelag","OPelag","CMR",2.8
"OPelag","OPelag","COD",2.8
"OPelag","OPelag","COG",2.8
"OPelag","OPelag","COL",2.8
"OPelag","OPelag","CRB",0.125
"OPelag","OPelag","CRI",2.8
"OPelag","OPelag","CUB",2.8
"OPelag","OPelag","CYP",2.8
"OPelag","OPelag","DEU",2.8
"OPelag","OPelag","DJI",2.8
"OPelag","OPelag","DNK",2.8
"OPelag","OPelag","DOM",2.8
"OPelag","OPelag","DZA",2.8
"OPelag","OPelag","ECU",2.8
"OPelag","OPelag","EGY",2.8
"OPelag","OPelag","ERI",2.8
"OPelag","OPelag","FJI",0.125
"OPelag","OPelag","FNP",2.8
"OPelag","OPelag","FRP",2.8
"OPelag","OPelag","GAB",2.8
"OPelag","OPelag","GEO",2.8
"OPelag","OPelag","GHA",2.8
"OPelag","OPelag","GIN",2.8
"OPelag","OPelag","GMB",2.8
"OPelag","OPelag","GNB",2.8
"OPelag","OPelag","GNQ",2.8
"OPelag","OPelag","GRC",2.8
"OPelag","OPelag","GRL",2.8
"OPelag","OPelag","GSA",2.8
"OPelag","OPelag","GTM",2.8
"OPelag","OPelag","HRV",2.8
"OPelag","OPelag","IDN",2.8
"OPelag","OPelag","IND",2.8
"OPelag","OPelag","IRL",2.8
"OPelag","OPelag","IRN",2.8
"OPelag","OPelag","IRQ",2.8
"OPelag","OPelag","ISL",2.8
"OPelag","OPelag","ISR",2.8
"OPelag","OPelag","ITP",2.8
"OPelag","OPelag","JOR",2.8
"OPelag","OPelag","JPN",0.225
"OPelag","OPelag","KAZ",2.8
"OPelag","OPelag","KEN",2.8
"OPelag","OPelag","KOR",0.175
"OPelag","OPelag","LBN",2.8
"OPelag","OPelag","LBR",2.8
"OPelag","OPelag","LBY",2.8
"OPelag","OPelag","LKA",2.8
"OPelag","OPelag","MDG",2.8
"OPelag","OPelag","MEX",0.125
"OPelag","OPelag","MMR",2.8
"OPelag","OPelag","MOR",2.8
"OPelag","OPelag","MOZ",2.8
"OPelag","OPelag","MRT",2.8
"OPelag","OPelag","MYS",2.8
"OPelag","OPelag","NAM",2.8
"OPelag","OPelag","NGA",2.8
"OPelag","OPelag","NIC",2.8
"OPelag","OPelag","NLD",2.8
"OPelag","OPelag","NOR",2.8
"OPelag","OPelag","NZL",2.8
"OPelag","OPelag","OAO",0.125
"OPelag","OPelag","OBN",2.8
"OPelag","OPelag","OIO",0.125
"OPelag","OPelag","OPO",0.125
"OPelag","OPelag","OSA",2.8
"OPelag","OPelag","PAK",2.8
"OPelag","OPelag","PAN",2.8
"OPelag","OPelag","PER",2.8
"OPelag","OPelag","PHL",0.125
"OPelag","OPelag","PNG",2.8
"OPelag","OPelag","POL",2.8
"OPelag","OPelag","PRT",2.8
"OPelag","OPelag","PSE",2.8
"OPelag","OPelag","RAP",2.8
"OPelag","OPelag","ROU",2.8
"OPelag","OPelag","RUS",2.8
"OPelag","OPelag","SAU",2.8
"OPelag","OPelag","SDN",2.8
"OPelag","OPelag","SEN",2.8
"OPelag","OPelag","SLB",0.125
"OPelag","OPelag","SLE",2.8
"OPelag","OPelag","SLV",2.8
"OPelag","OPelag","SPP",2.8
"OPelag","OPelag","SVN",2.8
"OPelag","OPelag","SWE",2.8
"OPelag","OPelag","SYR",2.8
"OPelag","OPelag","TGO",2.8
"OPelag","OPelag","THA",2.8
"OPelag","OPelag","TLS",2.8
"OPelag","OPelag","TUN",2.8
"OPelag","OPelag","TUR",2.8
"OPelag","OPelag","TZA",2.8
"OPelag","OPelag","UKP",2.8
"OPelag","OPelag","UKR",0.11
"OPelag","OPelag","URY",2.8
"OPelag","OPelag","USA",2.8
"OPelag","OPelag","VEN",2.8
"OPelag","OPelag","VNM",2.8
"OPelag","OPelag","VUT",0.125
"OPelag","OPelag","YEM",2.8
"OPelag","OPelag","ZAF",2.8
"OMarn","Cobswf","AUS",0.72
"OMarn","Cobswf","BLZ",0.4
"OMarn","Cobswf","BRA",0.4
"OMarn","Cobswf","CRB",0.4
"OMarn","Cobswf","CRI",0.4
"OMarn","Cobswf","DOM",0.4
"OMarn","Cobswf","FJI",0.4
"OMarn","Cobswf","GRC",0.352
"OMarn","Cobswf","GTM",0.4
"OMarn","Cobswf","HRV",0.352
"OMarn","Cobswf","IDN",0.56
"OMarn","Cobswf","JPN",0.72
"OMarn","Cobswf","KOR",0.56
"OMarn","Cobswf","MOR",0.4
"OMarn","Cobswf","MYS",0.48
"OMarn","Cobswf","OAO",0.4
"OMarn","Cobswf","OBN",0.352
"OMarn","Cobswf","OIO",0.4
"OMarn","Cobswf","OPO",0.4
"OMarn","Cobswf","PAN",0.4
"OMarn","Cobswf","PHL",0.4
"OMarn","Cobswf","PRT",0.56
"OMarn","Cobswf","SLB",0.4
"OMarn","Cobswf","SPP",0.56
"OMarn","Cobswf","VUT",0.4
"OMarn","Mullet","ALB",0.352
"OMarn","Mullet","AUS",0.72
"OMarn","Mullet","BLZ",0.4
"OMarn","Mullet","BRA",0.4
"OMarn","Mullet","CRB",0.4
"OMarn","Mullet","CUB",0.4
"OMarn","Mullet","DOM",0.4
"OMarn","Mullet","FJI",0.4
"OMarn","Mullet","GRC",0.352
"OMarn","Mullet","HRV",0.352
"OMarn","Mullet","ISR",0.56
"OMarn","Mullet","MOR",0.4
"OMarn","Mullet","MYS",0.48
"OMarn","Mullet","OBN",0.352
"OMarn","Mullet","OIO",0.4
"OMarn","Mullet","OPO",0.4
"OMarn","Mullet","PHL",0.4
"OMarn","Mullet","PRT",0.56
"OMarn","Mullet","RUS",0.352
"OMarn","Mullet","SPP",0.56
"OMarn","Mullet","SVN",0.352
"OMarn","Mullet","SWE",0.56
"OMarn","OPelag","ALB",0.352
"OMarn","OPelag","AUS",0.72
"OMarn","OPelag","BGD",0.48
"OMarn","OPelag","BLZ",0.4
"OMarn","OPelag","BRA",0.4
"OMarn","OPelag","CRB",0.4
"OMarn","OPelag","CRI",0.4
"OMarn","OPelag","CUB",0.4
"OMarn","OPelag","DNK",0.56
"OMarn","OPelag","DOM",0.4
"OMarn","OPelag","FJI",0.4
"OMarn","OPelag","FNP",0.56
"OMarn","OPelag","GRC",0.352
"OMarn","OPelag","GTM",0.4
"OMarn","OPelag","HRV",0.352
"OMarn","OPelag","IDN",0.56
"OMarn","OPelag","ISL",0.56
"OMarn","OPelag","ISR",0.56
"OMarn","OPelag","MOR",0.4
"OMarn","OPelag","MYS",0.48
"OMarn","OPelag","NIC",0.4
"OMarn","OPelag","NOR",0.56
"OMarn","OPelag","OAO",0.4
"OMarn","OPelag","OBN",0.352
"OMarn","OPelag","OIO",0.4
"OMarn","OPelag","OPO",0.4
"OMarn","OPelag","PAN",0.4
"OMarn","OPelag","PHL",0.4
"OMarn","OPelag","PRT",0.56
"OMarn","OPelag","RUS",0.352
"OMarn","OPelag","SLB",0.4
"OMarn","OPelag","SLV",0.4
"OMarn","OPelag","SPP",0.56
"OMarn","OPelag","SVN",0.352
"OMarn","OPelag","SWE",0.56
"OMarn","OPelag","VUT",0.4
"OMarn","OMarn","AGO",2.8
"OMarn","OMarn","ALB",0.352
"OMarn","OMarn","ARG",2.8
"OMarn","OMarn","AUS",0.72
"OMarn","OMarn","BEN",2.8
"OMarn","OMarn","BGD",0.032
"OMarn","OMarn","BLT",2.8
"OMarn","OMarn","BLX",2.8
"OMarn","OMarn","BLZ",0.4
"OMarn","OMarn","BRA",0.4
"OMarn","OMarn","CAN",2.8
"OMarn","OMarn","CHL",2.8
"OMarn","OMarn","CHM",0.64
"OMarn","OMarn","CIV",2.8
"OMarn","OMarn","CMR",2.8
"OMarn","OMarn","COD",2.8
"OMarn","OMarn","COG",2.8
"OMarn","OMarn","COL",2.8
"OMarn","OMarn","CRB",0.4
"OMarn","OMarn","CRI",0.4
"OMarn","OMarn","CUB",0.4
"OMarn","OMarn","CYP",2.8
"OMarn","OMarn","DEU",2.8
"OMarn","OMarn","DJI",2.8
"OMarn","OMarn","DNK",0.56
"OMarn","OMarn","DOM",0.4
"OMarn","OMarn","DZA",2.8
"OMarn","OMarn","ECU",2.8
"OMarn","OMarn","EGY",2.8
"OMarn","OMarn","ERI",2.8
"OMarn","OMarn","FJI",0.4
"OMarn","OMarn","FRP",2.8
"OMarn","OMarn","GAB",2.8
"OMarn","OMarn","GEO",2.8
"OMarn","OMarn","GHA",2.8
"OMarn","OMarn","GMB",2.8
"OMarn","OMarn","GNB",2.8
"OMarn","OMarn","GNQ",2.8
"OMarn","OMarn","GRC",0.352
"OMarn","OMarn","GRL",2.8
"OMarn","OMarn","GSA",2.8
"OMarn","OMarn","GTM",0.4
"OMarn","OMarn","HND",0.4
"OMarn","OMarn","HRV",0.352
"OMarn","OMarn","HTI",0.4
"OMarn","OMarn","IDN",0.56
"OMarn","OMarn","IND",2.8
"OMarn","OMarn","IRL",2.8
"OMarn","OMarn","IRN",2.8
"OMarn","OMarn","IRQ",2.8
"OMarn","OMarn","ISR",0.56
"OMarn","OMarn","ITP",2.8
"OMarn","OMarn","JAM",0.4
"OMarn","OMarn","JOR",2.8
"OMarn","OMarn","JPN",0.72
"OMarn","OMarn","KEN",2.8
"OMarn","OMarn","KHM",2.8
"OMarn","OMarn","KOR",0.56
"OMarn","OMarn","LBR",2.8
"OMarn","OMarn","LKA",2.8
"OMarn","OMarn","MDG",2.8
"OMarn","OMarn","MEX",2.8
"OMarn","OMarn","MMR",2.8
"OMarn","OMarn","MOR",0.4
"OMarn","OMarn","MOZ",2.8
"OMarn","OMarn","MRT",2.8
"OMarn","OMarn","MYS",0.48
"OMarn","OMarn","NGA",2.8
"OMarn","OMarn","NIC",0.4
"OMarn","OMarn","NLD",2.8
"OMarn","OMarn","NOR",0.56
"OMarn","OMarn","NZL",2.8
"OMarn","OMarn","OAO",0.4
"OMarn","OMarn","OBN",0.352
"OMarn","OMarn","OIO",0.4
"OMarn","OMarn","OPO",0.4
"OMarn","OMarn","OSA",2.8
"OMarn","OMarn","PAK",2.8
"OMarn","OMarn","PAN",0.4
"OMarn","OMarn","PER",2.8
"OMarn","OMarn","PHL",0.4
"OMarn","OMarn","PNG",2.8
"OMarn","OMarn","POL",2.8
"OMarn","OMarn","PRK",2.8
"OMarn","OMarn","PRT",0.56
"OMarn","OMarn","PSE",2.8
"OMarn","OMarn","RAP",2.8
"OMarn","OMarn","ROU",2.8
"OMarn","OMarn","RUS",0.352
"OMarn","OMarn","SAU",2.8
"OMarn","OMarn","SDN",2.8
"OMarn","OMarn","SEN",2.8
"OMarn","OMarn","SLB",0.4
"OMarn","OMarn","SLE",2.8
"OMarn","OMarn","SLV",0.4
"OMarn","OMarn","SOM",2.8
"OMarn","OMarn","SPP",0.56
"OMarn","OMarn","SVN",0.352
"OMarn","OMarn","SWE",0.56
"OMarn","OMarn","SYR",2.8
"OMarn","OMarn","TGO",2.8
"OMarn","OMarn","THA",2.8
"OMarn","OMarn","TLS",2.8
"OMarn","OMarn","TUN",2.8
"OMarn","OMarn","TUR",2.8
"OMarn","OMarn","TZA",2.8
"OMarn","OMarn","UKP",2.8
"OMarn","OMarn","UKR",2.8
"OMarn","OMarn","URY",2.8
"OMarn","OMarn","USA",2.8
"OMarn","OMarn","VEN",2.8
"OMarn","OMarn","VNM",2.8
"OMarn","OMarn","VUT",0.4
"OMarn","OMarn","ZAF",2.8
